# Finite Temperature QED corrections for d2P_int/dT2. [d2P_int/dT2] = MeV^2
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           dP2_int/dT2 (e^2)    dP2_int/dT2 (e^3)    dP2_int/dT2 (e^4)    dP2_int/dT2 (e^5)    
6.447615E-02        -9.635087E-07        6.694089E-08        -1.438720E-07        -1.972123E-08        
6.441823E-02        -9.566022E-07        6.633161E-08        -1.436272E-07        -1.968380E-08        
6.436036E-02        -9.497395E-07        6.572727E-08        -1.433826E-07        -1.964645E-08        
6.430255E-02        -9.429204E-07        6.512784E-08        -1.431385E-07        -1.960919E-08        
6.424478E-02        -9.361446E-07        6.453328E-08        -1.428947E-07        -1.957201E-08        
6.418707E-02        -9.294118E-07        6.394356E-08        -1.426513E-07        -1.953490E-08        
6.412941E-02        -9.227220E-07        6.335865E-08        -1.424083E-07        -1.949788E-08        
6.407180E-02        -9.160748E-07        6.277850E-08        -1.421656E-07        -1.946094E-08        
6.401425E-02        -9.094699E-07        6.220310E-08        -1.419233E-07        -1.942408E-08        
6.395674E-02        -9.029073E-07        6.163239E-08        -1.416814E-07        -1.938730E-08        
6.389929E-02        -8.963865E-07        6.106636E-08        -1.414398E-07        -1.935060E-08        
6.384189E-02        -8.899075E-07        6.050497E-08        -1.411986E-07        -1.931397E-08        
6.378454E-02        -8.834699E-07        5.994818E-08        -1.409578E-07        -1.927743E-08        
6.372724E-02        -8.770736E-07        5.939596E-08        -1.407173E-07        -1.924097E-08        
6.366999E-02        -8.707182E-07        5.884829E-08        -1.404772E-07        -1.920458E-08        
6.361279E-02        -8.644037E-07        5.830512E-08        -1.402374E-07        -1.916828E-08        
6.355565E-02        -8.581298E-07        5.776642E-08        -1.399980E-07        -1.913205E-08        
6.349856E-02        -8.518961E-07        5.723217E-08        -1.397590E-07        -1.909590E-08        
6.344151E-02        -8.457027E-07        5.670234E-08        -1.395203E-07        -1.905983E-08        
6.338452E-02        -8.395491E-07        5.617688E-08        -1.392820E-07        -1.902384E-08        
6.332758E-02        -8.334351E-07        5.565577E-08        -1.390441E-07        -1.898793E-08        
6.327070E-02        -8.273607E-07        5.513898E-08        -1.388065E-07        -1.895209E-08        
6.321386E-02        -8.213255E-07        5.462648E-08        -1.385693E-07        -1.891633E-08        
6.315707E-02        -8.153293E-07        5.411823E-08        -1.383324E-07        -1.888065E-08        
6.310034E-02        -8.093719E-07        5.361421E-08        -1.380959E-07        -1.884504E-08        
6.304365E-02        -8.034531E-07        5.311438E-08        -1.378598E-07        -1.880951E-08        
6.298702E-02        -7.975727E-07        5.261872E-08        -1.376240E-07        -1.877406E-08        
6.293044E-02        -7.917305E-07        5.212720E-08        -1.373886E-07        -1.873868E-08        
6.287391E-02        -7.859261E-07        5.163977E-08        -1.371535E-07        -1.870338E-08        
6.281743E-02        -7.801596E-07        5.115643E-08        -1.369188E-07        -1.866815E-08        
6.276100E-02        -7.744306E-07        5.067713E-08        -1.366844E-07        -1.863300E-08        
6.270462E-02        -7.687388E-07        5.020184E-08        -1.364504E-07        -1.859792E-08        
6.264829E-02        -7.630842E-07        4.973055E-08        -1.362168E-07        -1.856292E-08        
6.259201E-02        -7.574665E-07        4.926321E-08        -1.359835E-07        -1.852800E-08        
6.253578E-02        -7.518855E-07        4.879980E-08        -1.357506E-07        -1.849315E-08        
6.247961E-02        -7.463410E-07        4.834029E-08        -1.355180E-07        -1.845837E-08        
6.242348E-02        -7.408327E-07        4.788466E-08        -1.352858E-07        -1.842367E-08        
6.236740E-02        -7.353606E-07        4.743287E-08        -1.350539E-07        -1.838904E-08        
6.231138E-02        -7.299243E-07        4.698489E-08        -1.348224E-07        -1.835449E-08        
6.225540E-02        -7.245237E-07        4.654070E-08        -1.345913E-07        -1.832001E-08        
6.219948E-02        -7.191585E-07        4.610027E-08        -1.343605E-07        -1.828560E-08        
6.214360E-02        -7.138286E-07        4.566358E-08        -1.341300E-07        -1.825127E-08        
6.208778E-02        -7.085338E-07        4.523058E-08        -1.339000E-07        -1.821701E-08        
6.203201E-02        -7.032739E-07        4.480127E-08        -1.336702E-07        -1.818282E-08        
6.197628E-02        -6.980487E-07        4.437561E-08        -1.334408E-07        -1.814871E-08        
6.192061E-02        -6.928579E-07        4.395357E-08        -1.332118E-07        -1.811466E-08        
6.186498E-02        -6.877014E-07        4.353512E-08        -1.329831E-07        -1.808069E-08        
6.180941E-02        -6.825790E-07        4.312025E-08        -1.327548E-07        -1.804679E-08        
6.175388E-02        -6.774905E-07        4.270892E-08        -1.325268E-07        -1.801297E-08        
6.169841E-02        -6.724357E-07        4.230111E-08        -1.322992E-07        -1.797921E-08        
6.164298E-02        -6.674144E-07        4.189679E-08        -1.320719E-07        -1.794553E-08        
6.158761E-02        -6.624264E-07        4.149593E-08        -1.318450E-07        -1.791192E-08        
6.153228E-02        -6.574715E-07        4.109851E-08        -1.316184E-07        -1.787837E-08        
6.147701E-02        -6.525496E-07        4.070451E-08        -1.313921E-07        -1.784490E-08        
6.142178E-02        -6.476604E-07        4.031389E-08        -1.311663E-07        -1.781150E-08        
6.136661E-02        -6.428038E-07        3.992663E-08        -1.309407E-07        -1.777817E-08        
6.131148E-02        -6.379796E-07        3.954272E-08        -1.307155E-07        -1.774492E-08        
6.125640E-02        -6.331875E-07        3.916211E-08        -1.304907E-07        -1.771173E-08        
6.120138E-02        -6.284275E-07        3.878479E-08        -1.302662E-07        -1.767861E-08        
6.114640E-02        -6.236993E-07        3.841074E-08        -1.300421E-07        -1.764556E-08        
6.109147E-02        -6.190027E-07        3.803992E-08        -1.298183E-07        -1.761258E-08        
6.103659E-02        -6.143375E-07        3.767232E-08        -1.295948E-07        -1.757967E-08        
6.098176E-02        -6.097037E-07        3.730790E-08        -1.293717E-07        -1.754683E-08        
6.092698E-02        -6.051009E-07        3.694665E-08        -1.291489E-07        -1.751405E-08        
6.087225E-02        -6.005290E-07        3.658855E-08        -1.289265E-07        -1.748135E-08        
6.081756E-02        -5.959879E-07        3.623355E-08        -1.287044E-07        -1.744871E-08        
6.076293E-02        -5.914773E-07        3.588166E-08        -1.284827E-07        -1.741615E-08        
6.070835E-02        -5.869971E-07        3.553283E-08        -1.282613E-07        -1.738365E-08        
6.065381E-02        -5.825470E-07        3.518705E-08        -1.280403E-07        -1.735122E-08        
6.059932E-02        -5.781271E-07        3.484429E-08        -1.278196E-07        -1.731885E-08        
6.054489E-02        -5.737369E-07        3.450453E-08        -1.275992E-07        -1.728656E-08        
6.049050E-02        -5.693764E-07        3.416776E-08        -1.273792E-07        -1.725433E-08        
6.043616E-02        -5.650455E-07        3.383393E-08        -1.271596E-07        -1.722217E-08        
6.038187E-02        -5.607438E-07        3.350304E-08        -1.269402E-07        -1.719007E-08        
6.032763E-02        -5.564713E-07        3.317505E-08        -1.267212E-07        -1.715805E-08        
6.027343E-02        -5.522278E-07        3.284996E-08        -1.265026E-07        -1.712609E-08        
6.021929E-02        -5.480132E-07        3.252772E-08        -1.262843E-07        -1.709419E-08        
6.016519E-02        -5.438271E-07        3.220834E-08        -1.260663E-07        -1.706237E-08        
6.011115E-02        -5.396696E-07        3.189177E-08        -1.258487E-07        -1.703061E-08        
6.005715E-02        -5.355403E-07        3.157800E-08        -1.256314E-07        -1.699891E-08        
6.000320E-02        -5.314392E-07        3.126701E-08        -1.254145E-07        -1.696728E-08        
5.994929E-02        -5.273661E-07        3.095877E-08        -1.251978E-07        -1.693572E-08        
5.989544E-02        -5.233208E-07        3.065327E-08        -1.249816E-07        -1.690422E-08        
5.984164E-02        -5.193031E-07        3.035048E-08        -1.247656E-07        -1.687279E-08        
5.978788E-02        -5.153129E-07        3.005038E-08        -1.245500E-07        -1.684142E-08        
5.973417E-02        -5.113500E-07        2.975296E-08        -1.243348E-07        -1.681011E-08        
5.968051E-02        -5.074143E-07        2.945818E-08        -1.241199E-07        -1.677888E-08        
5.962690E-02        -5.035057E-07        2.916604E-08        -1.239053E-07        -1.674770E-08        
5.957334E-02        -4.996238E-07        2.887650E-08        -1.236910E-07        -1.671659E-08        
5.951982E-02        -4.957686E-07        2.858955E-08        -1.234771E-07        -1.668555E-08        
5.946635E-02        -4.919400E-07        2.830518E-08        -1.232635E-07        -1.665457E-08        
5.941293E-02        -4.881377E-07        2.802334E-08        -1.230503E-07        -1.662365E-08        
5.935956E-02        -4.843616E-07        2.774404E-08        -1.228374E-07        -1.659280E-08        
5.930624E-02        -4.806115E-07        2.746725E-08        -1.226248E-07        -1.656201E-08        
5.925296E-02        -4.768874E-07        2.719294E-08        -1.224126E-07        -1.653128E-08        
5.919973E-02        -4.731890E-07        2.692110E-08        -1.222007E-07        -1.650062E-08        
5.914655E-02        -4.695162E-07        2.665172E-08        -1.219891E-07        -1.647002E-08        
5.909342E-02        -4.658688E-07        2.638476E-08        -1.217778E-07        -1.643948E-08        
5.904034E-02        -4.622467E-07        2.612021E-08        -1.215669E-07        -1.640901E-08        
5.898730E-02        -4.586497E-07        2.585806E-08        -1.213563E-07        -1.637859E-08        
5.893431E-02        -4.550777E-07        2.559827E-08        -1.211461E-07        -1.634824E-08        
5.888137E-02        -4.515305E-07        2.534084E-08        -1.209362E-07        -1.631796E-08        
5.882847E-02        -4.480080E-07        2.508575E-08        -1.207266E-07        -1.628773E-08        
5.877563E-02        -4.445100E-07        2.483297E-08        -1.205174E-07        -1.625757E-08        
5.872283E-02        -4.410364E-07        2.458249E-08        -1.203084E-07        -1.622747E-08        
5.867008E-02        -4.375870E-07        2.433429E-08        -1.200998E-07        -1.619743E-08        
5.861737E-02        -4.341617E-07        2.408835E-08        -1.198916E-07        -1.616745E-08        
5.856472E-02        -4.307604E-07        2.384466E-08        -1.196836E-07        -1.613753E-08        
5.851211E-02        -4.273828E-07        2.360319E-08        -1.194760E-07        -1.610767E-08        
5.845954E-02        -4.240289E-07        2.336393E-08        -1.192687E-07        -1.607788E-08        
5.840703E-02        -4.206985E-07        2.312685E-08        -1.190618E-07        -1.604814E-08        
5.835456E-02        -4.173915E-07        2.289195E-08        -1.188552E-07        -1.601847E-08        
5.830214E-02        -4.141077E-07        2.265921E-08        -1.186489E-07        -1.598885E-08        
5.824977E-02        -4.108470E-07        2.242860E-08        -1.184429E-07        -1.595930E-08        
5.819744E-02        -4.076092E-07        2.220011E-08        -1.182373E-07        -1.592981E-08        
5.814516E-02        -4.043942E-07        2.197372E-08        -1.180320E-07        -1.590037E-08        
5.809293E-02        -4.012018E-07        2.174942E-08        -1.178270E-07        -1.587100E-08        
5.804074E-02        -3.980320E-07        2.152718E-08        -1.176223E-07        -1.584168E-08        
5.798860E-02        -3.948846E-07        2.130700E-08        -1.174180E-07        -1.581243E-08        
5.793651E-02        -3.917594E-07        2.108886E-08        -1.172139E-07        -1.578323E-08        
5.788447E-02        -3.886563E-07        2.087273E-08        -1.170102E-07        -1.575410E-08        
5.783247E-02        -3.855752E-07        2.065861E-08        -1.168069E-07        -1.572502E-08        
5.778051E-02        -3.825159E-07        2.044647E-08        -1.166038E-07        -1.569600E-08        
5.772861E-02        -3.794783E-07        2.023630E-08        -1.164011E-07        -1.566704E-08        
5.767675E-02        -3.764623E-07        2.002808E-08        -1.161987E-07        -1.563814E-08        
5.762494E-02        -3.734677E-07        1.982180E-08        -1.159966E-07        -1.560930E-08        
5.757317E-02        -3.704944E-07        1.961744E-08        -1.157949E-07        -1.558052E-08        
5.752145E-02        -3.675423E-07        1.941499E-08        -1.155934E-07        -1.555179E-08        
5.746978E-02        -3.646113E-07        1.921443E-08        -1.153923E-07        -1.552312E-08        
5.741816E-02        -3.617011E-07        1.901574E-08        -1.151915E-07        -1.549451E-08        
5.736658E-02        -3.588118E-07        1.881891E-08        -1.149911E-07        -1.546596E-08        
5.731504E-02        -3.559430E-07        1.862393E-08        -1.147909E-07        -1.543746E-08        
5.726356E-02        -3.530948E-07        1.843077E-08        -1.145911E-07        -1.540902E-08        
5.721212E-02        -3.502670E-07        1.823943E-08        -1.143916E-07        -1.538064E-08        
5.716072E-02        -3.474595E-07        1.804988E-08        -1.141924E-07        -1.535232E-08        
5.710937E-02        -3.446721E-07        1.786212E-08        -1.139935E-07        -1.532405E-08        
5.705807E-02        -3.419047E-07        1.767613E-08        -1.137949E-07        -1.529584E-08        
5.700681E-02        -3.391572E-07        1.749189E-08        -1.135967E-07        -1.526769E-08        
5.695560E-02        -3.364295E-07        1.730939E-08        -1.133988E-07        -1.523959E-08        
5.690444E-02        -3.337214E-07        1.712861E-08        -1.132012E-07        -1.521155E-08        
5.685332E-02        -3.310328E-07        1.694954E-08        -1.130039E-07        -1.518357E-08        
5.680225E-02        -3.283636E-07        1.677217E-08        -1.128069E-07        -1.515564E-08        
5.675122E-02        -3.257137E-07        1.659649E-08        -1.126103E-07        -1.512776E-08        
5.670024E-02        -3.230830E-07        1.642246E-08        -1.124139E-07        -1.509995E-08        
5.664931E-02        -3.204713E-07        1.625010E-08        -1.122179E-07        -1.507219E-08        
5.659842E-02        -3.178784E-07        1.607937E-08        -1.120222E-07        -1.504448E-08        
5.654758E-02        -3.153044E-07        1.591027E-08        -1.118268E-07        -1.501683E-08        
5.649678E-02        -3.127491E-07        1.574278E-08        -1.116317E-07        -1.498924E-08        
5.644603E-02        -3.102123E-07        1.557689E-08        -1.114370E-07        -1.496170E-08        
5.639532E-02        -3.076939E-07        1.541258E-08        -1.112425E-07        -1.493421E-08        
5.634466E-02        -3.051939E-07        1.524984E-08        -1.110484E-07        -1.490678E-08        
5.629404E-02        -3.027121E-07        1.508867E-08        -1.108545E-07        -1.487940E-08        
5.624347E-02        -3.002483E-07        1.492904E-08        -1.106610E-07        -1.485208E-08        
5.619295E-02        -2.978026E-07        1.477094E-08        -1.104678E-07        -1.482482E-08        
5.614247E-02        -2.953747E-07        1.461436E-08        -1.102749E-07        -1.479760E-08        
5.609204E-02        -2.929645E-07        1.445928E-08        -1.100823E-07        -1.477044E-08        
5.604165E-02        -2.905720E-07        1.430570E-08        -1.098901E-07        -1.474334E-08        
5.599131E-02        -2.881970E-07        1.415360E-08        -1.096981E-07        -1.471629E-08        
5.594101E-02        -2.858394E-07        1.400296E-08        -1.095065E-07        -1.468929E-08        
5.589075E-02        -2.834991E-07        1.385379E-08        -1.093151E-07        -1.466235E-08        
5.584055E-02        -2.811760E-07        1.370605E-08        -1.091241E-07        -1.463546E-08        
5.579038E-02        -2.788699E-07        1.355974E-08        -1.089334E-07        -1.460862E-08        
5.574027E-02        -2.765808E-07        1.341486E-08        -1.087429E-07        -1.458184E-08        
5.569020E-02        -2.743086E-07        1.327137E-08        -1.085528E-07        -1.455510E-08        
5.564017E-02        -2.720531E-07        1.312929E-08        -1.083630E-07        -1.452843E-08        
5.559019E-02        -2.698143E-07        1.298858E-08        -1.081736E-07        -1.450180E-08        
5.554025E-02        -2.675920E-07        1.284924E-08        -1.079844E-07        -1.447523E-08        
5.549035E-02        -2.653861E-07        1.271126E-08        -1.077955E-07        -1.444871E-08        
5.544051E-02        -2.631966E-07        1.257463E-08        -1.076069E-07        -1.442224E-08        
5.539070E-02        -2.610232E-07        1.243933E-08        -1.074187E-07        -1.439582E-08        
5.534095E-02        -2.588660E-07        1.230536E-08        -1.072307E-07        -1.436946E-08        
5.529123E-02        -2.567248E-07        1.217269E-08        -1.070430E-07        -1.434315E-08        
5.524156E-02        -2.545994E-07        1.204133E-08        -1.068557E-07        -1.431689E-08        
5.519194E-02        -2.524899E-07        1.191125E-08        -1.066686E-07        -1.429068E-08        
5.514236E-02        -2.503961E-07        1.178246E-08        -1.064819E-07        -1.426452E-08        
5.509282E-02        -2.483178E-07        1.165492E-08        -1.062955E-07        -1.423842E-08        
5.504333E-02        -2.462551E-07        1.152865E-08        -1.061093E-07        -1.421236E-08        
5.499389E-02        -2.442077E-07        1.140362E-08        -1.059235E-07        -1.418636E-08        
5.494448E-02        -2.421756E-07        1.127982E-08        -1.057380E-07        -1.416041E-08        
5.489513E-02        -2.401588E-07        1.115724E-08        -1.055527E-07        -1.413451E-08        
5.484581E-02        -2.381570E-07        1.103587E-08        -1.053678E-07        -1.410866E-08        
5.479655E-02        -2.361702E-07        1.091571E-08        -1.051832E-07        -1.408286E-08        
5.474732E-02        -2.341983E-07        1.079674E-08        -1.049989E-07        -1.405711E-08        
5.469814E-02        -2.322411E-07        1.067894E-08        -1.048148E-07        -1.403141E-08        
5.464900E-02        -2.302987E-07        1.056232E-08        -1.046311E-07        -1.400577E-08        
5.459991E-02        -2.283709E-07        1.044686E-08        -1.044477E-07        -1.398017E-08        
5.455086E-02        -2.264576E-07        1.033254E-08        -1.042646E-07        -1.395462E-08        
5.450186E-02        -2.245587E-07        1.021936E-08        -1.040818E-07        -1.392912E-08        
5.445290E-02        -2.226741E-07        1.010731E-08        -1.038992E-07        -1.390367E-08        
5.440398E-02        -2.208038E-07        9.996385E-09        -1.037170E-07        -1.387828E-08        
5.435511E-02        -2.189475E-07        9.886564E-09        -1.035351E-07        -1.385293E-08        
5.430628E-02        -2.171053E-07        9.777841E-09        -1.033535E-07        -1.382763E-08        
5.425750E-02        -2.152770E-07        9.670208E-09        -1.031721E-07        -1.380238E-08        
5.420876E-02        -2.134626E-07        9.563654E-09        -1.029911E-07        -1.377718E-08        
5.416006E-02        -2.116620E-07        9.458169E-09        -1.028103E-07        -1.375203E-08        
5.411141E-02        -2.098750E-07        9.353745E-09        -1.026299E-07        -1.372692E-08        
5.406280E-02        -2.081015E-07        9.250371E-09        -1.024498E-07        -1.370187E-08        
5.401424E-02        -2.063416E-07        9.148038E-09        -1.022699E-07        -1.367686E-08        
5.396571E-02        -2.045950E-07        9.046737E-09        -1.020903E-07        -1.365191E-08        
5.391724E-02        -2.028618E-07        8.946458E-09        -1.019111E-07        -1.362700E-08        
5.386880E-02        -2.011417E-07        8.847193E-09        -1.017321E-07        -1.360214E-08        
5.382041E-02        -1.994348E-07        8.748932E-09        -1.015534E-07        -1.357733E-08        
5.377206E-02        -1.977409E-07        8.651665E-09        -1.013751E-07        -1.355257E-08        
5.372376E-02        -1.960600E-07        8.555385E-09        -1.011970E-07        -1.352785E-08        
5.367550E-02        -1.943919E-07        8.460082E-09        -1.010192E-07        -1.350318E-08        
5.362728E-02        -1.927366E-07        8.365747E-09        -1.008417E-07        -1.347857E-08        
5.357910E-02        -1.910940E-07        8.272371E-09        -1.006645E-07        -1.345399E-08        
5.353097E-02        -1.894641E-07        8.179946E-09        -1.004875E-07        -1.342947E-08        
5.348289E-02        -1.878466E-07        8.088463E-09        -1.003109E-07        -1.340499E-08        
5.343484E-02        -1.862415E-07        7.997914E-09        -1.001346E-07        -1.338056E-08        
5.338684E-02        -1.846488E-07        7.908290E-09        -9.995853E-08        -1.335618E-08        
5.333888E-02        -1.830684E-07        7.819582E-09        -9.978278E-08        -1.333185E-08        
5.329097E-02        -1.815002E-07        7.731782E-09        -9.960731E-08        -1.330756E-08        
5.324309E-02        -1.799441E-07        7.644882E-09        -9.943213E-08        -1.328332E-08        
5.319527E-02        -1.783999E-07        7.558874E-09        -9.925725E-08        -1.325912E-08        
5.314748E-02        -1.768678E-07        7.473749E-09        -9.908265E-08        -1.323498E-08        
5.309974E-02        -1.753475E-07        7.389499E-09        -9.890834E-08        -1.321088E-08        
5.305204E-02        -1.738389E-07        7.306117E-09        -9.873432E-08        -1.318682E-08        
5.300438E-02        -1.723421E-07        7.223594E-09        -9.856058E-08        -1.316281E-08        
5.295676E-02        -1.708568E-07        7.141922E-09        -9.838713E-08        -1.313885E-08        
5.290919E-02        -1.693832E-07        7.061093E-09        -9.821397E-08        -1.311494E-08        
5.286166E-02        -1.679209E-07        6.981100E-09        -9.804110E-08        -1.309107E-08        
5.281418E-02        -1.664701E-07        6.901935E-09        -9.786851E-08        -1.306724E-08        
5.276673E-02        -1.650305E-07        6.823590E-09        -9.769621E-08        -1.304347E-08        
5.271933E-02        -1.636022E-07        6.746058E-09        -9.752419E-08        -1.301973E-08        
5.267197E-02        -1.621850E-07        6.669331E-09        -9.735246E-08        -1.299605E-08        
5.262466E-02        -1.607789E-07        6.593402E-09        -9.718101E-08        -1.297241E-08        
5.257738E-02        -1.593838E-07        6.518262E-09        -9.700985E-08        -1.294881E-08        
5.253015E-02        -1.579996E-07        6.443905E-09        -9.683897E-08        -1.292526E-08        
5.248296E-02        -1.566263E-07        6.370324E-09        -9.666838E-08        -1.290175E-08        
5.243582E-02        -1.552637E-07        6.297511E-09        -9.649806E-08        -1.287829E-08        
5.238871E-02        -1.539118E-07        6.225459E-09        -9.632803E-08        -1.285488E-08        
5.234165E-02        -1.525705E-07        6.154161E-09        -9.615829E-08        -1.283151E-08        
5.229463E-02        -1.512398E-07        6.083610E-09        -9.598882E-08        -1.280818E-08        
5.224765E-02        -1.499196E-07        6.013798E-09        -9.581964E-08        -1.278490E-08        
5.220072E-02        -1.486097E-07        5.944719E-09        -9.565073E-08        -1.276167E-08        
5.215383E-02        -1.473102E-07        5.876366E-09        -9.548211E-08        -1.273847E-08        
5.210698E-02        -1.460210E-07        5.808732E-09        -9.531377E-08        -1.271533E-08        
5.206017E-02        -1.447419E-07        5.741811E-09        -9.514571E-08        -1.269222E-08        
5.201340E-02        -1.434729E-07        5.675595E-09        -9.497793E-08        -1.266916E-08        
5.196668E-02        -1.422140E-07        5.610078E-09        -9.481043E-08        -1.264615E-08        
5.191999E-02        -1.409651E-07        5.545253E-09        -9.464320E-08        -1.262318E-08        
5.187335E-02        -1.397260E-07        5.481113E-09        -9.447626E-08        -1.260025E-08        
5.182676E-02        -1.384968E-07        5.417653E-09        -9.430959E-08        -1.257736E-08        
5.178020E-02        -1.372774E-07        5.354866E-09        -9.414321E-08        -1.255452E-08        
5.173368E-02        -1.360677E-07        5.292745E-09        -9.397710E-08        -1.253173E-08        
5.168721E-02        -1.348676E-07        5.231283E-09        -9.381126E-08        -1.250897E-08        
5.164078E-02        -1.336770E-07        5.170476E-09        -9.364571E-08        -1.248626E-08        
5.159439E-02        -1.324960E-07        5.110316E-09        -9.348043E-08        -1.246360E-08        
5.154804E-02        -1.313244E-07        5.050797E-09        -9.331542E-08        -1.244097E-08        
5.150173E-02        -1.301621E-07        4.991912E-09        -9.315070E-08        -1.241839E-08        
5.145547E-02        -1.290092E-07        4.933657E-09        -9.298624E-08        -1.239586E-08        
5.140925E-02        -1.278654E-07        4.876025E-09        -9.282206E-08        -1.237336E-08        
5.136306E-02        -1.267309E-07        4.819010E-09        -9.265816E-08        -1.235091E-08        
5.131692E-02        -1.256054E-07        4.762606E-09        -9.249453E-08        -1.232850E-08        
5.127083E-02        -1.244890E-07        4.706806E-09        -9.233118E-08        -1.230613E-08        
5.122477E-02        -1.233815E-07        4.651606E-09        -9.216810E-08        -1.228381E-08        
5.117875E-02        -1.222829E-07        4.597000E-09        -9.200529E-08        -1.226153E-08        
5.113278E-02        -1.211932E-07        4.542981E-09        -9.184275E-08        -1.223929E-08        
5.108684E-02        -1.201123E-07        4.489544E-09        -9.168049E-08        -1.221709E-08        
5.104095E-02        -1.190401E-07        4.436683E-09        -9.151850E-08        -1.219493E-08        
5.099510E-02        -1.179765E-07        4.384393E-09        -9.135678E-08        -1.217282E-08        
5.094929E-02        -1.169216E-07        4.332669E-09        -9.119533E-08        -1.215075E-08        
5.090352E-02        -1.158752E-07        4.281504E-09        -9.103415E-08        -1.212872E-08        
5.085780E-02        -1.148372E-07        4.230893E-09        -9.087324E-08        -1.210673E-08        
5.081211E-02        -1.138077E-07        4.180831E-09        -9.071261E-08        -1.208478E-08        
5.076646E-02        -1.127865E-07        4.131313E-09        -9.055224E-08        -1.206288E-08        
5.072086E-02        -1.117736E-07        4.082333E-09        -9.039214E-08        -1.204101E-08        
5.067530E-02        -1.107689E-07        4.033885E-09        -9.023231E-08        -1.201919E-08        
5.062977E-02        -1.097724E-07        3.985966E-09        -9.007275E-08        -1.199741E-08        
5.058429E-02        -1.087840E-07        3.938568E-09        -8.991346E-08        -1.197567E-08        
5.053885E-02        -1.078037E-07        3.891689E-09        -8.975444E-08        -1.195397E-08        
5.049345E-02        -1.068314E-07        3.845321E-09        -8.959568E-08        -1.193231E-08        
5.044809E-02        -1.058670E-07        3.799460E-09        -8.943719E-08        -1.191069E-08        
5.040277E-02        -1.049105E-07        3.754102E-09        -8.927897E-08        -1.188912E-08        
5.035750E-02        -1.039618E-07        3.709241E-09        -8.912101E-08        -1.186758E-08        
5.031226E-02        -1.030209E-07        3.664872E-09        -8.896332E-08        -1.184609E-08        
5.026706E-02        -1.020877E-07        3.620991E-09        -8.880590E-08        -1.182463E-08        
5.022191E-02        -1.011621E-07        3.577592E-09        -8.864874E-08        -1.180322E-08        
5.017679E-02        -1.002442E-07        3.534671E-09        -8.849185E-08        -1.178184E-08        
5.013172E-02        -9.933378E-08        3.492223E-09        -8.833522E-08        -1.176051E-08        
5.008668E-02        -9.843087E-08        3.450244E-09        -8.817885E-08        -1.173921E-08        
5.004169E-02        -9.753539E-08        3.408728E-09        -8.802275E-08        -1.171796E-08        
4.999674E-02        -9.664730E-08        3.367671E-09        -8.786691E-08        -1.169675E-08        
4.995182E-02        -9.576653E-08        3.327069E-09        -8.771134E-08        -1.167557E-08        
4.990695E-02        -9.489303E-08        3.286916E-09        -8.755603E-08        -1.165444E-08        
4.986212E-02        -9.402676E-08        3.247209E-09        -8.740098E-08        -1.163334E-08        
4.981733E-02        -9.316765E-08        3.207943E-09        -8.724619E-08        -1.161229E-08        
4.977258E-02        -9.231566E-08        3.169114E-09        -8.709167E-08        -1.159127E-08        
4.972786E-02        -9.147073E-08        3.130716E-09        -8.693740E-08        -1.157030E-08        
4.968319E-02        -9.063281E-08        3.092747E-09        -8.678340E-08        -1.154936E-08        
4.963856E-02        -8.980184E-08        3.055201E-09        -8.662966E-08        -1.152846E-08        
4.959397E-02        -8.897779E-08        3.018074E-09        -8.647618E-08        -1.150760E-08        
4.954942E-02        -8.816059E-08        2.981362E-09        -8.632295E-08        -1.148679E-08        
4.950491E-02        -8.735020E-08        2.945061E-09        -8.616999E-08        -1.146601E-08        
4.946044E-02        -8.654657E-08        2.909166E-09        -8.601729E-08        -1.144526E-08        
4.941601E-02        -8.574964E-08        2.873674E-09        -8.586484E-08        -1.142456E-08        
4.937161E-02        -8.495936E-08        2.838580E-09        -8.571266E-08        -1.140390E-08        
4.932726E-02        -8.417570E-08        2.803881E-09        -8.556073E-08        -1.138327E-08        
4.928295E-02        -8.339859E-08        2.769572E-09        -8.540906E-08        -1.136269E-08        
4.923868E-02        -8.262799E-08        2.735650E-09        -8.525764E-08        -1.134214E-08        
4.919445E-02        -8.186385E-08        2.702110E-09        -8.510649E-08        -1.132163E-08        
4.915026E-02        -8.110612E-08        2.668948E-09        -8.495559E-08        -1.130116E-08        
4.910610E-02        -8.035476E-08        2.636161E-09        -8.480494E-08        -1.128072E-08        
4.906199E-02        -7.960971E-08        2.603745E-09        -8.465456E-08        -1.126033E-08        
4.901792E-02        -7.887094E-08        2.571696E-09        -8.450442E-08        -1.123997E-08        
4.897388E-02        -7.813838E-08        2.540010E-09        -8.435455E-08        -1.121965E-08        
4.892989E-02        -7.741201E-08        2.508684E-09        -8.420492E-08        -1.119937E-08        
4.888594E-02        -7.669176E-08        2.477714E-09        -8.405556E-08        -1.117913E-08        
4.884202E-02        -7.597760E-08        2.447095E-09        -8.390644E-08        -1.115893E-08        
4.879815E-02        -7.526947E-08        2.416826E-09        -8.375758E-08        -1.113876E-08        
4.875431E-02        -7.456734E-08        2.386901E-09        -8.360897E-08        -1.111863E-08        
4.871051E-02        -7.387116E-08        2.357318E-09        -8.346062E-08        -1.109854E-08        
