# Finite Temperature QED corrections for d2P_int/dT2. [d2P_int/dT2] = MeV^2
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           dP2_int/dT2 (e^2)    dP2_int/dT2 (e^3)    dP2_int/dT2 (e^4)    dP2_int/dT2 (e^5)    
8.232021E+00        -1.293012E+00        1.152605E-01        -9.122340E-03        5.836387E-04        
8.224626E+00        -1.290687E+00        1.150534E-01        -9.104145E-03        5.823501E-04        
8.217238E+00        -1.288367E+00        1.148468E-01        -9.085986E-03        5.810643E-04        
8.209856E+00        -1.286050E+00        1.146405E-01        -9.067863E-03        5.797812E-04        
8.202481E+00        -1.283738E+00        1.144346E-01        -9.049776E-03        5.785008E-04        
8.195112E+00        -1.281430E+00        1.142291E-01        -9.031724E-03        5.772232E-04        
8.187751E+00        -1.279126E+00        1.140239E-01        -9.013708E-03        5.759482E-04        
8.180395E+00        -1.276827E+00        1.138191E-01        -8.995728E-03        5.746760E-04        
8.173047E+00        -1.274531E+00        1.136147E-01        -8.977783E-03        5.734065E-04        
8.165705E+00        -1.272240E+00        1.134106E-01        -8.959873E-03        5.721397E-04        
8.158370E+00        -1.269952E+00        1.132069E-01        -8.941999E-03        5.708756E-04        
8.151041E+00        -1.267669E+00        1.130036E-01        -8.924160E-03        5.696142E-04        
8.143719E+00        -1.265390E+00        1.128006E-01        -8.906357E-03        5.683555E-04        
8.136403E+00        -1.263115E+00        1.125980E-01        -8.888588E-03        5.670995E-04        
8.129094E+00        -1.260844E+00        1.123958E-01        -8.870855E-03        5.658462E-04        
8.121791E+00        -1.258577E+00        1.121939E-01        -8.853156E-03        5.645955E-04        
8.114495E+00        -1.256314E+00        1.119924E-01        -8.835493E-03        5.633475E-04        
8.107206E+00        -1.254055E+00        1.117913E-01        -8.817864E-03        5.621021E-04        
8.099923E+00        -1.251801E+00        1.115905E-01        -8.800271E-03        5.608595E-04        
8.092647E+00        -1.249550E+00        1.113901E-01        -8.782712E-03        5.596194E-04        
8.085377E+00        -1.247303E+00        1.111900E-01        -8.765187E-03        5.583820E-04        
8.078114E+00        -1.245061E+00        1.109903E-01        -8.747697E-03        5.571473E-04        
8.070857E+00        -1.242822E+00        1.107909E-01        -8.730242E-03        5.559151E-04        
8.063607E+00        -1.240588E+00        1.105919E-01        -8.712821E-03        5.546857E-04        
8.056363E+00        -1.238357E+00        1.103933E-01        -8.695435E-03        5.534588E-04        
8.049126E+00        -1.236131E+00        1.101950E-01        -8.678083E-03        5.522345E-04        
8.041896E+00        -1.233908E+00        1.099971E-01        -8.660765E-03        5.510129E-04        
8.034671E+00        -1.231690E+00        1.097995E-01        -8.643481E-03        5.497939E-04        
8.027454E+00        -1.229475E+00        1.096023E-01        -8.626232E-03        5.485774E-04        
8.020243E+00        -1.227265E+00        1.094055E-01        -8.609016E-03        5.473636E-04        
8.013038E+00        -1.225058E+00        1.092090E-01        -8.591835E-03        5.461523E-04        
8.005840E+00        -1.222856E+00        1.090128E-01        -8.574687E-03        5.449437E-04        
7.998648E+00        -1.220657E+00        1.088170E-01        -8.557574E-03        5.437376E-04        
7.991462E+00        -1.218462E+00        1.086216E-01        -8.540494E-03        5.425341E-04        
7.984284E+00        -1.216271E+00        1.084265E-01        -8.523448E-03        5.413331E-04        
7.977111E+00        -1.214085E+00        1.082317E-01        -8.506435E-03        5.401347E-04        
7.969945E+00        -1.211902E+00        1.080373E-01        -8.489456E-03        5.389389E-04        
7.962786E+00        -1.209723E+00        1.078433E-01        -8.472511E-03        5.377457E-04        
7.955633E+00        -1.207548E+00        1.076496E-01        -8.455599E-03        5.365549E-04        
7.948486E+00        -1.205376E+00        1.074562E-01        -8.438721E-03        5.353668E-04        
7.941346E+00        -1.203209E+00        1.072632E-01        -8.421876E-03        5.341811E-04        
7.934212E+00        -1.201046E+00        1.070706E-01        -8.405064E-03        5.329980E-04        
7.927084E+00        -1.198886E+00        1.068783E-01        -8.388285E-03        5.318174E-04        
7.919963E+00        -1.196731E+00        1.066863E-01        -8.371539E-03        5.306394E-04        
7.912849E+00        -1.194579E+00        1.064947E-01        -8.354827E-03        5.294638E-04        
7.905741E+00        -1.192431E+00        1.063034E-01        -8.338148E-03        5.282908E-04        
7.898639E+00        -1.190287E+00        1.061125E-01        -8.321501E-03        5.271202E-04        
7.891543E+00        -1.188147E+00        1.059219E-01        -8.304887E-03        5.259522E-04        
7.884454E+00        -1.186011E+00        1.057316E-01        -8.288307E-03        5.247867E-04        
7.877371E+00        -1.183878E+00        1.055417E-01        -8.271758E-03        5.236236E-04        
7.870295E+00        -1.181749E+00        1.053522E-01        -8.255243E-03        5.224630E-04        
7.863225E+00        -1.179625E+00        1.051629E-01        -8.238760E-03        5.213050E-04        
7.856161E+00        -1.177504E+00        1.049741E-01        -8.222310E-03        5.201494E-04        
7.849104E+00        -1.175386E+00        1.047855E-01        -8.205892E-03        5.189962E-04        
7.842053E+00        -1.173273E+00        1.045973E-01        -8.189507E-03        5.178455E-04        
7.835008E+00        -1.171163E+00        1.044094E-01        -8.173154E-03        5.166973E-04        
7.827970E+00        -1.169058E+00        1.042219E-01        -8.156834E-03        5.155515E-04        
7.820938E+00        -1.166956E+00        1.040347E-01        -8.140545E-03        5.144082E-04        
7.813912E+00        -1.164857E+00        1.038479E-01        -8.124289E-03        5.132674E-04        
7.806893E+00        -1.162763E+00        1.036613E-01        -8.108065E-03        5.121289E-04        
7.799880E+00        -1.160672E+00        1.034751E-01        -8.091873E-03        5.109929E-04        
7.792873E+00        -1.158585E+00        1.032893E-01        -8.075713E-03        5.098593E-04        
7.785873E+00        -1.156502E+00        1.031038E-01        -8.059585E-03        5.087282E-04        
7.778879E+00        -1.154422E+00        1.029186E-01        -8.043489E-03        5.075995E-04        
7.771891E+00        -1.152347E+00        1.027337E-01        -8.027424E-03        5.064731E-04        
7.764909E+00        -1.150275E+00        1.025492E-01        -8.011391E-03        5.053492E-04        
7.757934E+00        -1.148206E+00        1.023650E-01        -7.995390E-03        5.042277E-04        
7.750965E+00        -1.146142E+00        1.021812E-01        -7.979421E-03        5.031086E-04        
7.744002E+00        -1.144081E+00        1.019976E-01        -7.963483E-03        5.019919E-04        
7.737045E+00        -1.142024E+00        1.018144E-01        -7.947577E-03        5.008776E-04        
7.730095E+00        -1.139970E+00        1.016316E-01        -7.931702E-03        4.997656E-04        
7.723151E+00        -1.137920E+00        1.014490E-01        -7.915858E-03        4.986560E-04        
7.716213E+00        -1.135874E+00        1.012668E-01        -7.900046E-03        4.975488E-04        
7.709282E+00        -1.133832E+00        1.010849E-01        -7.884265E-03        4.964440E-04        
7.702356E+00        -1.131793E+00        1.009034E-01        -7.868515E-03        4.953415E-04        
7.695437E+00        -1.129758E+00        1.007221E-01        -7.852796E-03        4.942414E-04        
7.688524E+00        -1.127727E+00        1.005412E-01        -7.837109E-03        4.931437E-04        
7.681617E+00        -1.125699E+00        1.003606E-01        -7.821452E-03        4.920483E-04        
7.674717E+00        -1.123675E+00        1.001804E-01        -7.805827E-03        4.909552E-04        
7.667823E+00        -1.121654E+00        1.000004E-01        -7.790232E-03        4.898645E-04        
7.660934E+00        -1.119637E+00        9.982081E-02        -7.774668E-03        4.887761E-04        
7.654052E+00        -1.117624E+00        9.964152E-02        -7.759134E-03        4.876900E-04        
7.647177E+00        -1.115614E+00        9.946255E-02        -7.743632E-03        4.866063E-04        
7.640307E+00        -1.113608E+00        9.928390E-02        -7.728160E-03        4.855249E-04        
7.633444E+00        -1.111606E+00        9.910558E-02        -7.712719E-03        4.844458E-04        
7.626586E+00        -1.109607E+00        9.892757E-02        -7.697308E-03        4.833690E-04        
7.619735E+00        -1.107612E+00        9.874988E-02        -7.681928E-03        4.822945E-04        
7.612890E+00        -1.105620E+00        9.857252E-02        -7.666578E-03        4.812223E-04        
7.606052E+00        -1.103632E+00        9.839547E-02        -7.651258E-03        4.801524E-04        
7.599219E+00        -1.101647E+00        9.821874E-02        -7.635969E-03        4.790848E-04        
7.592393E+00        -1.099666E+00        9.804232E-02        -7.620710E-03        4.780195E-04        
7.585572E+00        -1.097689E+00        9.786622E-02        -7.605481E-03        4.769565E-04        
7.578758E+00        -1.095715E+00        9.769044E-02        -7.590282E-03        4.758957E-04        
7.571950E+00        -1.093745E+00        9.751498E-02        -7.575113E-03        4.748372E-04        
7.565148E+00        -1.091778E+00        9.733983E-02        -7.559974E-03        4.737810E-04        
7.558352E+00        -1.089815E+00        9.716499E-02        -7.544865E-03        4.727270E-04        
7.551562E+00        -1.087855E+00        9.699047E-02        -7.529786E-03        4.716753E-04        
7.544778E+00        -1.085899E+00        9.681626E-02        -7.514737E-03        4.706259E-04        
7.538001E+00        -1.083946E+00        9.664237E-02        -7.499718E-03        4.695787E-04        
7.531229E+00        -1.081997E+00        9.646878E-02        -7.484728E-03        4.685337E-04        
7.524464E+00        -1.080051E+00        9.629551E-02        -7.469768E-03        4.674910E-04        
7.517705E+00        -1.078109E+00        9.612255E-02        -7.454837E-03        4.664505E-04        
7.510951E+00        -1.076170E+00        9.594990E-02        -7.439936E-03        4.654122E-04        
7.504204E+00        -1.074235E+00        9.577756E-02        -7.425064E-03        4.643762E-04        
7.497463E+00        -1.072304E+00        9.560553E-02        -7.410222E-03        4.633424E-04        
7.490728E+00        -1.070375E+00        9.543381E-02        -7.395409E-03        4.623108E-04        
7.483999E+00        -1.068450E+00        9.526240E-02        -7.380626E-03        4.612814E-04        
7.477276E+00        -1.066529E+00        9.509129E-02        -7.365872E-03        4.602542E-04        
7.470559E+00        -1.064611E+00        9.492050E-02        -7.351146E-03        4.592292E-04        
7.463848E+00        -1.062697E+00        9.475001E-02        -7.336450E-03        4.582064E-04        
7.457143E+00        -1.060786E+00        9.457982E-02        -7.321783E-03        4.571859E-04        
7.450444E+00        -1.058878E+00        9.440994E-02        -7.307145E-03        4.561674E-04        
7.443751E+00        -1.056974E+00        9.424037E-02        -7.292536E-03        4.551512E-04        
7.437064E+00        -1.055073E+00        9.407110E-02        -7.277956E-03        4.541372E-04        
7.430384E+00        -1.053176E+00        9.390213E-02        -7.263405E-03        4.531253E-04        
7.423709E+00        -1.051282E+00        9.373347E-02        -7.248882E-03        4.521156E-04        
7.417040E+00        -1.049392E+00        9.356511E-02        -7.234389E-03        4.511081E-04        
7.410377E+00        -1.047505E+00        9.339706E-02        -7.219923E-03        4.501027E-04        
7.403720E+00        -1.045621E+00        9.322930E-02        -7.205487E-03        4.490995E-04        
7.397069E+00        -1.043741E+00        9.306185E-02        -7.191079E-03        4.480984E-04        
7.390424E+00        -1.041864E+00        9.289469E-02        -7.176699E-03        4.470995E-04        
7.383786E+00        -1.039990E+00        9.272784E-02        -7.162348E-03        4.461027E-04        
7.377153E+00        -1.038120E+00        9.256129E-02        -7.148026E-03        4.451080E-04        
7.370526E+00        -1.036253E+00        9.239503E-02        -7.133731E-03        4.441155E-04        
7.363904E+00        -1.034389E+00        9.222908E-02        -7.119465E-03        4.431252E-04        
7.357289E+00        -1.032529E+00        9.206342E-02        -7.105227E-03        4.421369E-04        
7.350680E+00        -1.030672E+00        9.189806E-02        -7.091017E-03        4.411508E-04        
7.344077E+00        -1.028819E+00        9.173300E-02        -7.076836E-03        4.401667E-04        
7.337480E+00        -1.026969E+00        9.156823E-02        -7.062682E-03        4.391848E-04        
7.330888E+00        -1.025122E+00        9.140376E-02        -7.048557E-03        4.382050E-04        
7.324303E+00        -1.023278E+00        9.123958E-02        -7.034459E-03        4.372273E-04        
7.317723E+00        -1.021438E+00        9.107570E-02        -7.020389E-03        4.362517E-04        
7.311150E+00        -1.019601E+00        9.091212E-02        -7.006347E-03        4.352782E-04        
7.304582E+00        -1.017768E+00        9.074882E-02        -6.992333E-03        4.343068E-04        
7.298020E+00        -1.015937E+00        9.058582E-02        -6.978347E-03        4.333375E-04        
7.291464E+00        -1.014110E+00        9.042312E-02        -6.964388E-03        4.323702E-04        
7.284914E+00        -1.012287E+00        9.026070E-02        -6.950457E-03        4.314050E-04        
7.278370E+00        -1.010466E+00        9.009858E-02        -6.936553E-03        4.304419E-04        
7.271832E+00        -1.008649E+00        8.993675E-02        -6.922677E-03        4.294809E-04        
7.265299E+00        -1.006835E+00        8.977521E-02        -6.908829E-03        4.285219E-04        
7.258773E+00        -1.005024E+00        8.961396E-02        -6.895007E-03        4.275650E-04        
7.252252E+00        -1.003217E+00        8.945300E-02        -6.881213E-03        4.266101E-04        
7.245737E+00        -1.001413E+00        8.929232E-02        -6.867447E-03        4.256573E-04        
7.239228E+00        -9.996118E-01        8.913194E-02        -6.853707E-03        4.247065E-04        
7.232725E+00        -9.978141E-01        8.897184E-02        -6.839995E-03        4.237578E-04        
7.226228E+00        -9.960197E-01        8.881204E-02        -6.826310E-03        4.228111E-04        
7.219737E+00        -9.942284E-01        8.865252E-02        -6.812652E-03        4.218665E-04        
7.213251E+00        -9.924404E-01        8.849328E-02        -6.799021E-03        4.209238E-04        
7.206771E+00        -9.906556E-01        8.833433E-02        -6.785417E-03        4.199832E-04        
7.200297E+00        -9.888740E-01        8.817567E-02        -6.771840E-03        4.190447E-04        
7.193829E+00        -9.870956E-01        8.801729E-02        -6.758290E-03        4.181081E-04        
7.187367E+00        -9.853203E-01        8.785920E-02        -6.744767E-03        4.171735E-04        
7.180910E+00        -9.835483E-01        8.770139E-02        -6.731270E-03        4.162410E-04        
7.174459E+00        -9.817795E-01        8.754386E-02        -6.717800E-03        4.153105E-04        
7.168015E+00        -9.800138E-01        8.738662E-02        -6.704357E-03        4.143819E-04        
7.161575E+00        -9.782513E-01        8.722965E-02        -6.690940E-03        4.134554E-04        
7.155142E+00        -9.764920E-01        8.707297E-02        -6.677550E-03        4.125308E-04        
7.148714E+00        -9.747358E-01        8.691658E-02        -6.664186E-03        4.116082E-04        
7.142293E+00        -9.729828E-01        8.676046E-02        -6.650849E-03        4.106877E-04        
7.135877E+00        -9.712329E-01        8.660462E-02        -6.637538E-03        4.097691E-04        
7.129466E+00        -9.694862E-01        8.644907E-02        -6.624254E-03        4.088524E-04        
7.123062E+00        -9.677426E-01        8.629379E-02        -6.610996E-03        4.079378E-04        
7.116663E+00        -9.660021E-01        8.613879E-02        -6.597764E-03        4.070251E-04        
7.110270E+00        -9.642648E-01        8.598407E-02        -6.584558E-03        4.061143E-04        
7.103883E+00        -9.625306E-01        8.582963E-02        -6.571378E-03        4.052056E-04        
7.097501E+00        -9.607995E-01        8.567546E-02        -6.558225E-03        4.042987E-04        
7.091125E+00        -9.590715E-01        8.552157E-02        -6.545097E-03        4.033939E-04        
7.084755E+00        -9.573466E-01        8.536796E-02        -6.531996E-03        4.024909E-04        
7.078391E+00        -9.556248E-01        8.521462E-02        -6.518920E-03        4.015899E-04        
7.072032E+00        -9.539061E-01        8.506156E-02        -6.505871E-03        4.006909E-04        
7.065679E+00        -9.521905E-01        8.490878E-02        -6.492847E-03        3.997938E-04        
7.059332E+00        -9.504780E-01        8.475627E-02        -6.479849E-03        3.988986E-04        
7.052991E+00        -9.487686E-01        8.460403E-02        -6.466876E-03        3.980053E-04        
7.046655E+00        -9.470622E-01        8.445206E-02        -6.453930E-03        3.971140E-04        
7.040325E+00        -9.453589E-01        8.430037E-02        -6.441008E-03        3.962246E-04        
7.034000E+00        -9.436586E-01        8.414895E-02        -6.428113E-03        3.953371E-04        
7.027682E+00        -9.419614E-01        8.399781E-02        -6.415243E-03        3.944515E-04        
7.021369E+00        -9.402673E-01        8.384693E-02        -6.402399E-03        3.935678E-04        
7.015061E+00        -9.385762E-01        8.369633E-02        -6.389580E-03        3.926860E-04        
7.008759E+00        -9.368881E-01        8.354599E-02        -6.376786E-03        3.918061E-04        
7.002463E+00        -9.352030E-01        8.339593E-02        -6.364018E-03        3.909281E-04        
6.996173E+00        -9.335210E-01        8.324613E-02        -6.351274E-03        3.900520E-04        
6.989888E+00        -9.318420E-01        8.309661E-02        -6.338557E-03        3.891778E-04        
6.983609E+00        -9.301661E-01        8.294735E-02        -6.325864E-03        3.883054E-04        
6.977336E+00        -9.284931E-01        8.279836E-02        -6.313196E-03        3.874350E-04        
6.971068E+00        -9.268231E-01        8.264964E-02        -6.300554E-03        3.865664E-04        
6.964805E+00        -9.251562E-01        8.250118E-02        -6.287937E-03        3.856997E-04        
6.958549E+00        -9.234922E-01        8.235300E-02        -6.275344E-03        3.848348E-04        
6.952298E+00        -9.218312E-01        8.220507E-02        -6.262777E-03        3.839718E-04        
6.946053E+00        -9.201732E-01        8.205742E-02        -6.250234E-03        3.831107E-04        
6.939813E+00        -9.185182E-01        8.191003E-02        -6.237716E-03        3.822514E-04        
6.933579E+00        -9.168662E-01        8.176290E-02        -6.225223E-03        3.813940E-04        
6.927350E+00        -9.152171E-01        8.161604E-02        -6.212755E-03        3.805384E-04        
6.921127E+00        -9.135710E-01        8.146944E-02        -6.200311E-03        3.796846E-04        
6.914910E+00        -9.119278E-01        8.132310E-02        -6.187892E-03        3.788327E-04        
6.908698E+00        -9.102876E-01        8.117703E-02        -6.175498E-03        3.779827E-04        
6.902492E+00        -9.086503E-01        8.103122E-02        -6.163128E-03        3.771344E-04        
6.896291E+00        -9.070160E-01        8.088567E-02        -6.150783E-03        3.762880E-04        
6.890096E+00        -9.053846E-01        8.074039E-02        -6.138462E-03        3.754434E-04        
6.883907E+00        -9.037562E-01        8.059536E-02        -6.126166E-03        3.746007E-04        
6.877723E+00        -9.021307E-01        8.045060E-02        -6.113893E-03        3.737597E-04        
6.871544E+00        -9.005080E-01        8.030609E-02        -6.101646E-03        3.729206E-04        
6.865372E+00        -8.988883E-01        8.016184E-02        -6.089422E-03        3.720832E-04        
6.859204E+00        -8.972716E-01        8.001786E-02        -6.077223E-03        3.712477E-04        
6.853043E+00        -8.956577E-01        7.987413E-02        -6.065048E-03        3.704140E-04        
6.846886E+00        -8.940467E-01        7.973066E-02        -6.052896E-03        3.695820E-04        
6.840736E+00        -8.924386E-01        7.958745E-02        -6.040769E-03        3.687519E-04        
6.834591E+00        -8.908334E-01        7.944449E-02        -6.028666E-03        3.679236E-04        
6.828451E+00        -8.892311E-01        7.930179E-02        -6.016587E-03        3.670970E-04        
6.822317E+00        -8.876316E-01        7.915935E-02        -6.004532E-03        3.662722E-04        
6.816188E+00        -8.860351E-01        7.901716E-02        -5.992501E-03        3.654492E-04        
6.810065E+00        -8.844414E-01        7.887523E-02        -5.980494E-03        3.646280E-04        
6.803948E+00        -8.828505E-01        7.873355E-02        -5.968510E-03        3.638085E-04        
6.797835E+00        -8.812625E-01        7.859213E-02        -5.956550E-03        3.629908E-04        
6.791729E+00        -8.796774E-01        7.845096E-02        -5.944614E-03        3.621749E-04        
6.785628E+00        -8.780951E-01        7.831005E-02        -5.932702E-03        3.613607E-04        
6.779532E+00        -8.765157E-01        7.816939E-02        -5.920813E-03        3.605483E-04        
6.773442E+00        -8.749391E-01        7.802898E-02        -5.908947E-03        3.597377E-04        
6.767357E+00        -8.733653E-01        7.788882E-02        -5.897105E-03        3.589288E-04        
6.761278E+00        -8.717944E-01        7.774892E-02        -5.885287E-03        3.581216E-04        
6.755204E+00        -8.702263E-01        7.760926E-02        -5.873492E-03        3.573162E-04        
6.749136E+00        -8.686609E-01        7.746986E-02        -5.861720E-03        3.565125E-04        
6.743073E+00        -8.670984E-01        7.733071E-02        -5.849972E-03        3.557105E-04        
6.737016E+00        -8.655388E-01        7.719181E-02        -5.838247E-03        3.549103E-04        
6.730964E+00        -8.639819E-01        7.705315E-02        -5.826545E-03        3.541118E-04        
6.724917E+00        -8.624278E-01        7.691475E-02        -5.814867E-03        3.533150E-04        
6.718876E+00        -8.608765E-01        7.677659E-02        -5.803211E-03        3.525200E-04        
6.712840E+00        -8.593280E-01        7.663869E-02        -5.791579E-03        3.517266E-04        
6.706810E+00        -8.577822E-01        7.650103E-02        -5.779969E-03        3.509350E-04        
6.700785E+00        -8.562393E-01        7.636361E-02        -5.768383E-03        3.501451E-04        
6.694766E+00        -8.546991E-01        7.622645E-02        -5.756820E-03        3.493569E-04        
6.688752E+00        -8.531617E-01        7.608953E-02        -5.745279E-03        3.485704E-04        
6.682743E+00        -8.516270E-01        7.595285E-02        -5.733762E-03        3.477856E-04        
6.676740E+00        -8.500951E-01        7.581642E-02        -5.722267E-03        3.470024E-04        
6.670742E+00        -8.485660E-01        7.568024E-02        -5.710795E-03        3.462210E-04        
6.664750E+00        -8.470396E-01        7.554430E-02        -5.699345E-03        3.454413E-04        
6.658763E+00        -8.455159E-01        7.540861E-02        -5.687919E-03        3.446632E-04        
6.652781E+00        -8.439950E-01        7.527316E-02        -5.676515E-03        3.438868E-04        
6.646805E+00        -8.424768E-01        7.513795E-02        -5.665134E-03        3.431121E-04        
6.640834E+00        -8.409613E-01        7.500298E-02        -5.653775E-03        3.423391E-04        
6.634868E+00        -8.394486E-01        7.486826E-02        -5.642438E-03        3.415677E-04        
6.628908E+00        -8.379386E-01        7.473378E-02        -5.631125E-03        3.407980E-04        
6.622953E+00        -8.364313E-01        7.459954E-02        -5.619833E-03        3.400300E-04        
6.617004E+00        -8.349266E-01        7.446554E-02        -5.608564E-03        3.392636E-04        
6.611060E+00        -8.334247E-01        7.433179E-02        -5.597318E-03        3.384989E-04        
6.605121E+00        -8.319255E-01        7.419827E-02        -5.586093E-03        3.377359E-04        
6.599187E+00        -8.304290E-01        7.406499E-02        -5.574891E-03        3.369744E-04        
6.593259E+00        -8.289352E-01        7.393195E-02        -5.563711E-03        3.362147E-04        
6.587336E+00        -8.274441E-01        7.379915E-02        -5.552553E-03        3.354565E-04        
6.581419E+00        -8.259556E-01        7.366659E-02        -5.541418E-03        3.347000E-04        
6.575507E+00        -8.244698E-01        7.353427E-02        -5.530304E-03        3.339452E-04        
6.569600E+00        -8.229867E-01        7.340219E-02        -5.519212E-03        3.331920E-04        
6.563698E+00        -8.215062E-01        7.327034E-02        -5.508143E-03        3.324404E-04        
6.557802E+00        -8.200284E-01        7.313873E-02        -5.497095E-03        3.316904E-04        
6.551911E+00        -8.185533E-01        7.300735E-02        -5.486069E-03        3.309421E-04        
6.546025E+00        -8.170808E-01        7.287621E-02        -5.475066E-03        3.301953E-04        
6.540145E+00        -8.156109E-01        7.274531E-02        -5.464084E-03        3.294502E-04        
6.534270E+00        -8.141437E-01        7.261464E-02        -5.453123E-03        3.287067E-04        
6.528400E+00        -8.126792E-01        7.248421E-02        -5.442185E-03        3.279648E-04        
6.522535E+00        -8.112172E-01        7.235401E-02        -5.431268E-03        3.272245E-04        
6.516676E+00        -8.097579E-01        7.222404E-02        -5.420373E-03        3.264858E-04        
6.510822E+00        -8.083012E-01        7.209431E-02        -5.409499E-03        3.257487E-04        
6.504973E+00        -8.068471E-01        7.196481E-02        -5.398647E-03        3.250132E-04        
6.499130E+00        -8.053957E-01        7.183555E-02        -5.387816E-03        3.242793E-04        
6.493291E+00        -8.039468E-01        7.170651E-02        -5.377007E-03        3.235470E-04        
6.487458E+00        -8.025005E-01        7.157771E-02        -5.366219E-03        3.228162E-04        
6.481630E+00        -8.010569E-01        7.144914E-02        -5.355453E-03        3.220871E-04        
6.475808E+00        -7.996158E-01        7.132080E-02        -5.344708E-03        3.213595E-04        
6.469991E+00        -7.981773E-01        7.119269E-02        -5.333985E-03        3.206335E-04        
6.464179E+00        -7.967414E-01        7.106481E-02        -5.323282E-03        3.199090E-04        
6.458372E+00        -7.953081E-01        7.093716E-02        -5.312601E-03        3.191862E-04        
6.452570E+00        -7.938774E-01        7.080974E-02        -5.301941E-03        3.184649E-04        
6.446774E+00        -7.924492E-01        7.068255E-02        -5.291302E-03        3.177451E-04        
6.440982E+00        -7.910236E-01        7.055558E-02        -5.280685E-03        3.170269E-04        
6.435196E+00        -7.896005E-01        7.042885E-02        -5.270088E-03        3.163103E-04        
6.429415E+00        -7.881801E-01        7.030234E-02        -5.259512E-03        3.155952E-04        
6.423640E+00        -7.867621E-01        7.017606E-02        -5.248957E-03        3.148817E-04        
6.417869E+00        -7.853467E-01        7.005000E-02        -5.238424E-03        3.141697E-04        
6.412104E+00        -7.839339E-01        6.992417E-02        -5.227911E-03        3.134592E-04        
6.406344E+00        -7.825236E-01        6.979857E-02        -5.217419E-03        3.127503E-04        
6.400589E+00        -7.811158E-01        6.967320E-02        -5.206948E-03        3.120429E-04        
6.394839E+00        -7.797105E-01        6.954804E-02        -5.196497E-03        3.113371E-04        
6.389095E+00        -7.783078E-01        6.942312E-02        -5.186067E-03        3.106328E-04        
6.383355E+00        -7.769076E-01        6.929842E-02        -5.175658E-03        3.099300E-04        
6.377621E+00        -7.755099E-01        6.917394E-02        -5.165270E-03        3.092287E-04        
6.371892E+00        -7.741147E-01        6.904968E-02        -5.154902E-03        3.085290E-04        
6.366168E+00        -7.727220E-01        6.892565E-02        -5.144555E-03        3.078307E-04        
6.360449E+00        -7.713319E-01        6.880184E-02        -5.134228E-03        3.071340E-04        
6.354735E+00        -7.699442E-01        6.867826E-02        -5.123922E-03        3.064388E-04        
6.349027E+00        -7.685590E-01        6.855489E-02        -5.113636E-03        3.057451E-04        
6.343323E+00        -7.671763E-01        6.843175E-02        -5.103371E-03        3.050529E-04        
6.337625E+00        -7.657961E-01        6.830883E-02        -5.093126E-03        3.043622E-04        
6.331932E+00        -7.644184E-01        6.818613E-02        -5.082901E-03        3.036730E-04        
6.326244E+00        -7.630431E-01        6.806365E-02        -5.072697E-03        3.029853E-04        
6.320561E+00        -7.616703E-01        6.794139E-02        -5.062513E-03        3.022990E-04        
6.314883E+00        -7.603000E-01        6.781934E-02        -5.052349E-03        3.016143E-04        
6.309210E+00        -7.589321E-01        6.769752E-02        -5.042205E-03        3.009311E-04        
6.303543E+00        -7.575667E-01        6.757592E-02        -5.032081E-03        3.002493E-04        
6.297880E+00        -7.562038E-01        6.745453E-02        -5.021978E-03        2.995690E-04        
6.292223E+00        -7.548433E-01        6.733337E-02        -5.011894E-03        2.988902E-04        
6.286570E+00        -7.534852E-01        6.721242E-02        -5.001830E-03        2.982128E-04        
6.280923E+00        -7.521296E-01        6.709169E-02        -4.991787E-03        2.975370E-04        
6.275281E+00        -7.507764E-01        6.697117E-02        -4.981763E-03        2.968625E-04        
6.269643E+00        -7.494257E-01        6.685087E-02        -4.971759E-03        2.961896E-04        
6.264011E+00        -7.480773E-01        6.673079E-02        -4.961775E-03        2.955181E-04        
6.258384E+00        -7.467314E-01        6.661092E-02        -4.951811E-03        2.948481E-04        
6.252762E+00        -7.453879E-01        6.649127E-02        -4.941867E-03        2.941795E-04        
6.247145E+00        -7.440469E-01        6.637183E-02        -4.931942E-03        2.935123E-04        
6.241533E+00        -7.427082E-01        6.625261E-02        -4.922037E-03        2.928467E-04        
6.235926E+00        -7.413719E-01        6.613360E-02        -4.912152E-03        2.921824E-04        
6.230325E+00        -7.400381E-01        6.601481E-02        -4.902287E-03        2.915196E-04        
6.224728E+00        -7.387066E-01        6.589623E-02        -4.892440E-03        2.908583E-04        
6.219136E+00        -7.373775E-01        6.577786E-02        -4.882614E-03        2.901983E-04        
6.213549E+00        -7.360508E-01        6.565970E-02        -4.872807E-03        2.895398E-04        
6.207968E+00        -7.347265E-01        6.554176E-02        -4.863019E-03        2.888828E-04        
6.202391E+00        -7.334046E-01        6.542403E-02        -4.853251E-03        2.882271E-04        
6.196819E+00        -7.320850E-01        6.530651E-02        -4.843502E-03        2.875729E-04        
6.191252E+00        -7.307679E-01        6.518920E-02        -4.833773E-03        2.869201E-04        
6.185691E+00        -7.294530E-01        6.507210E-02        -4.824063E-03        2.862687E-04        
6.180134E+00        -7.281406E-01        6.495521E-02        -4.814372E-03        2.856188E-04        
