# Finite Temperature QED corrections for dP_int/dT. [dP_int/dT] = MeV^3
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           dP_int/dT (e^2)      dP_int/dT (e^3)      dP_int/dT (e^4)      dP_int/dT (e^5)      
2.918412E-02        -1.078125E-13        1.898227E-16        -2.923194E-10        -3.871338E-11        
2.915790E-02        -1.059676E-13        1.853969E-16        -2.915323E-10        -3.860915E-11        
2.913171E-02        -1.041527E-13        1.810705E-16        -2.907474E-10        -3.850519E-11        
2.910554E-02        -1.023675E-13        1.768413E-16        -2.899645E-10        -3.840151E-11        
2.907939E-02        -1.006115E-13        1.727072E-16        -2.891838E-10        -3.829812E-11        
2.905327E-02        -9.888424E-14        1.686662E-16        -2.884052E-10        -3.819500E-11        
2.902717E-02        -9.718525E-14        1.647163E-16        -2.876286E-10        -3.809216E-11        
2.900110E-02        -9.551410E-14        1.608555E-16        -2.868542E-10        -3.798959E-11        
2.897504E-02        -9.387037E-14        1.570818E-16        -2.860818E-10        -3.788730E-11        
2.894901E-02        -9.225362E-14        1.533934E-16        -2.853116E-10        -3.778529E-11        
2.892301E-02        -9.066343E-14        1.497885E-16        -2.845434E-10        -3.768355E-11        
2.889703E-02        -8.909940E-14        1.462652E-16        -2.837772E-10        -3.758209E-11        
2.887107E-02        -8.756111E-14        1.428217E-16        -2.830131E-10        -3.748090E-11        
2.884513E-02        -8.604815E-14        1.394563E-16        -2.822511E-10        -3.737998E-11        
2.881922E-02        -8.456014E-14        1.361673E-16        -2.814912E-10        -3.727933E-11        
2.879333E-02        -8.309669E-14        1.329531E-16        -2.807333E-10        -3.717896E-11        
2.876747E-02        -8.165740E-14        1.298119E-16        -2.799774E-10        -3.707885E-11        
2.874162E-02        -8.024189E-14        1.267423E-16        -2.792235E-10        -3.697902E-11        
2.871581E-02        -7.884981E-14        1.237426E-16        -2.784717E-10        -3.687945E-11        
2.869001E-02        -7.748077E-14        1.208113E-16        -2.777219E-10        -3.678015E-11        
2.866424E-02        -7.613441E-14        1.179469E-16        -2.769742E-10        -3.668112E-11        
2.863849E-02        -7.481039E-14        1.151480E-16        -2.762284E-10        -3.658235E-11        
2.861276E-02        -7.350834E-14        1.124131E-16        -2.754847E-10        -3.648386E-11        
2.858706E-02        -7.222791E-14        1.097408E-16        -2.747429E-10        -3.638562E-11        
2.856138E-02        -7.096878E-14        1.071297E-16        -2.740032E-10        -3.628765E-11        
2.853572E-02        -6.973060E-14        1.045785E-16        -2.732654E-10        -3.618995E-11        
2.851009E-02        -6.851303E-14        1.020859E-16        -2.725296E-10        -3.609250E-11        
2.848448E-02        -6.731576E-14        9.965047E-17        -2.717959E-10        -3.599532E-11        
2.845889E-02        -6.613847E-14        9.727109E-17        -2.710640E-10        -3.589841E-11        
2.843332E-02        -6.498083E-14        9.494647E-17        -2.703342E-10        -3.580175E-11        
2.840778E-02        -6.384253E-14        9.267541E-17        -2.696063E-10        -3.570535E-11        
2.838226E-02        -6.272327E-14        9.045671E-17        -2.688804E-10        -3.560921E-11        
2.835676E-02        -6.162274E-14        8.828922E-17        -2.681564E-10        -3.551333E-11        
2.833129E-02        -6.054066E-14        8.617180E-17        -2.674344E-10        -3.541771E-11        
2.830584E-02        -5.947671E-14        8.410333E-17        -2.667143E-10        -3.532235E-11        
2.828041E-02        -5.843061E-14        8.208274E-17        -2.659962E-10        -3.522724E-11        
2.825501E-02        -5.740209E-14        8.010895E-17        -2.652800E-10        -3.513239E-11        
2.822963E-02        -5.639085E-14        7.818093E-17        -2.645657E-10        -3.503780E-11        
2.820427E-02        -5.539663E-14        7.629764E-17        -2.638534E-10        -3.494346E-11        
2.817893E-02        -5.441914E-14        7.445811E-17        -2.631430E-10        -3.484937E-11        
2.815362E-02        -5.345813E-14        7.266134E-17        -2.624345E-10        -3.475554E-11        
2.812833E-02        -5.251332E-14        7.090638E-17        -2.617278E-10        -3.466196E-11        
2.810306E-02        -5.158446E-14        6.919229E-17        -2.610231E-10        -3.456863E-11        
2.807781E-02        -5.067130E-14        6.751817E-17        -2.603203E-10        -3.447555E-11        
2.805259E-02        -4.977357E-14        6.588311E-17        -2.596194E-10        -3.438273E-11        
2.802739E-02        -4.889103E-14        6.428624E-17        -2.589204E-10        -3.429015E-11        
2.800221E-02        -4.802345E-14        6.272670E-17        -2.582232E-10        -3.419782E-11        
2.797706E-02        -4.717056E-14        6.120365E-17        -2.575280E-10        -3.410575E-11        
2.795193E-02        -4.633215E-14        5.971627E-17        -2.568346E-10        -3.401391E-11        
2.792682E-02        -4.550798E-14        5.826375E-17        -2.561430E-10        -3.392233E-11        
2.790173E-02        -4.469780E-14        5.684532E-17        -2.554534E-10        -3.383099E-11        
2.787666E-02        -4.390141E-14        5.546019E-17        -2.547656E-10        -3.373990E-11        
2.785162E-02        -4.311858E-14        5.410763E-17        -2.540796E-10        -3.364906E-11        
2.782660E-02        -4.234908E-14        5.278688E-17        -2.533955E-10        -3.355846E-11        
2.780161E-02        -4.159270E-14        5.149724E-17        -2.527132E-10        -3.346810E-11        
2.777663E-02        -4.084923E-14        5.023800E-17        -2.520328E-10        -3.337799E-11        
2.775168E-02        -4.011846E-14        4.900846E-17        -2.513542E-10        -3.328812E-11        
2.772675E-02        -3.940019E-14        4.780796E-17        -2.506774E-10        -3.319849E-11        
2.770184E-02        -3.869420E-14        4.663583E-17        -2.500024E-10        -3.310910E-11        
2.767696E-02        -3.800030E-14        4.549142E-17        -2.493293E-10        -3.301995E-11        
2.765209E-02        -3.731829E-14        4.437412E-17        -2.486580E-10        -3.293104E-11        
2.762725E-02        -3.664798E-14        4.328330E-17        -2.479885E-10        -3.284238E-11        
2.760244E-02        -3.598917E-14        4.221835E-17        -2.473208E-10        -3.275395E-11        
2.757764E-02        -3.534169E-14        4.117869E-17        -2.466548E-10        -3.266576E-11        
2.755287E-02        -3.470533E-14        4.016373E-17        -2.459907E-10        -3.257780E-11        
2.752812E-02        -3.407994E-14        3.917292E-17        -2.453284E-10        -3.249009E-11        
2.750339E-02        -3.346531E-14        3.820570E-17        -2.446678E-10        -3.240261E-11        
2.747868E-02        -3.286128E-14        3.726153E-17        -2.440091E-10        -3.231536E-11        
2.745400E-02        -3.226767E-14        3.633988E-17        -2.433521E-10        -3.222835E-11        
2.742933E-02        -3.168431E-14        3.544023E-17        -2.426968E-10        -3.214157E-11        
2.740469E-02        -3.111103E-14        3.456208E-17        -2.420434E-10        -3.205503E-11        
2.738007E-02        -3.054767E-14        3.370493E-17        -2.413917E-10        -3.196872E-11        
2.735548E-02        -2.999406E-14        3.286830E-17        -2.407417E-10        -3.188265E-11        
2.733090E-02        -2.945005E-14        3.205172E-17        -2.400935E-10        -3.179680E-11        
2.730635E-02        -2.891546E-14        3.125472E-17        -2.394471E-10        -3.171119E-11        
2.728182E-02        -2.839016E-14        3.047686E-17        -2.388023E-10        -3.162581E-11        
2.725732E-02        -2.787398E-14        2.971769E-17        -2.381594E-10        -3.154065E-11        
2.723283E-02        -2.736678E-14        2.897677E-17        -2.375181E-10        -3.145573E-11        
2.720837E-02        -2.686840E-14        2.825369E-17        -2.368786E-10        -3.137103E-11        
2.718392E-02        -2.637870E-14        2.754803E-17        -2.362408E-10        -3.128656E-11        
2.715950E-02        -2.589753E-14        2.685938E-17        -2.356047E-10        -3.120232E-11        
2.713511E-02        -2.542476E-14        2.618736E-17        -2.349703E-10        -3.111831E-11        
2.711073E-02        -2.496025E-14        2.553158E-17        -2.343377E-10        -3.103452E-11        
2.708638E-02        -2.450385E-14        2.489165E-17        -2.337067E-10        -3.095096E-11        
2.706205E-02        -2.405543E-14        2.426721E-17        -2.330775E-10        -3.086763E-11        
2.703773E-02        -2.361486E-14        2.365790E-17        -2.324499E-10        -3.078452E-11        
2.701345E-02        -2.318200E-14        2.306336E-17        -2.318240E-10        -3.070163E-11        
2.698918E-02        -2.275674E-14        2.248326E-17        -2.311998E-10        -3.061896E-11        
2.696493E-02        -2.233894E-14        2.191724E-17        -2.305773E-10        -3.053652E-11        
2.694071E-02        -2.192848E-14        2.136499E-17        -2.299565E-10        -3.045430E-11        
2.691651E-02        -2.152523E-14        2.082617E-17        -2.293373E-10        -3.037230E-11        
2.689233E-02        -2.112908E-14        2.030049E-17        -2.287198E-10        -3.029052E-11        
2.686817E-02        -2.073990E-14        1.978762E-17        -2.281040E-10        -3.020896E-11        
2.684404E-02        -2.035758E-14        1.928726E-17        -2.274898E-10        -3.012763E-11        
2.681992E-02        -1.998200E-14        1.879913E-17        -2.268773E-10        -3.004651E-11        
2.679583E-02        -1.961305E-14        1.832293E-17        -2.262664E-10        -2.996560E-11        
2.677176E-02        -1.925062E-14        1.785838E-17        -2.256572E-10        -2.988492E-11        
2.674771E-02        -1.889460E-14        1.740521E-17        -2.250496E-10        -2.980446E-11        
2.672368E-02        -1.854488E-14        1.696315E-17        -2.244436E-10        -2.972421E-11        
2.669968E-02        -1.820135E-14        1.653194E-17        -2.238393E-10        -2.964417E-11        
2.667569E-02        -1.786391E-14        1.611132E-17        -2.232366E-10        -2.956436E-11        
2.665173E-02        -1.753246E-14        1.570104E-17        -2.226356E-10        -2.948475E-11        
2.662779E-02        -1.720690E-14        1.530086E-17        -2.220361E-10        -2.940536E-11        
2.660387E-02        -1.688712E-14        1.491053E-17        -2.214383E-10        -2.932619E-11        
2.657997E-02        -1.657302E-14        1.452982E-17        -2.208421E-10        -2.924723E-11        
2.655609E-02        -1.626452E-14        1.415850E-17        -2.202474E-10        -2.916848E-11        
2.653223E-02        -1.596152E-14        1.379636E-17        -2.196544E-10        -2.908994E-11        
2.650840E-02        -1.566392E-14        1.344316E-17        -2.190630E-10        -2.901162E-11        
2.648459E-02        -1.537163E-14        1.309871E-17        -2.184732E-10        -2.893350E-11        
2.646079E-02        -1.508456E-14        1.276278E-17        -2.178849E-10        -2.885560E-11        
2.643702E-02        -1.480262E-14        1.243518E-17        -2.172982E-10        -2.877790E-11        
2.641328E-02        -1.452573E-14        1.211571E-17        -2.167132E-10        -2.870042E-11        
2.638955E-02        -1.425380E-14        1.180417E-17        -2.161297E-10        -2.862314E-11        
2.636584E-02        -1.398674E-14        1.150037E-17        -2.155477E-10        -2.854607E-11        
2.634216E-02        -1.372447E-14        1.120413E-17        -2.149674E-10        -2.846921E-11        
2.631849E-02        -1.346691E-14        1.091526E-17        -2.143886E-10        -2.839256E-11        
2.629485E-02        -1.321397E-14        1.063360E-17        -2.138113E-10        -2.831611E-11        
2.627123E-02        -1.296559E-14        1.035896E-17        -2.132356E-10        -2.823987E-11        
2.624763E-02        -1.272168E-14        1.009118E-17        -2.126615E-10        -2.816383E-11        
2.622405E-02        -1.248215E-14        9.830090E-18        -2.120889E-10        -2.808800E-11        
2.620049E-02        -1.224695E-14        9.575531E-18        -2.115178E-10        -2.801237E-11        
2.617696E-02        -1.201600E-14        9.327345E-18        -2.109483E-10        -2.793695E-11        
2.615344E-02        -1.178921E-14        9.085378E-18        -2.103803E-10        -2.786173E-11        
2.612995E-02        -1.156652E-14        8.849481E-18        -2.098139E-10        -2.778671E-11        
2.610648E-02        -1.134786E-14        8.619505E-18        -2.092489E-10        -2.771189E-11        
2.608302E-02        -1.113316E-14        8.395308E-18        -2.086855E-10        -2.763728E-11        
2.605959E-02        -1.092235E-14        8.176750E-18        -2.081236E-10        -2.756286E-11        
2.603618E-02        -1.071537E-14        7.963694E-18        -2.075633E-10        -2.748865E-11        
2.601279E-02        -1.051214E-14        7.756006E-18        -2.070044E-10        -2.741463E-11        
2.598943E-02        -1.031260E-14        7.553555E-18        -2.064470E-10        -2.734082E-11        
2.596608E-02        -1.011669E-14        7.356216E-18        -2.058912E-10        -2.726720E-11        
2.594275E-02        -9.924347E-15        7.163862E-18        -2.053368E-10        -2.719379E-11        
2.591945E-02        -9.735507E-15        6.976372E-18        -2.047839E-10        -2.712057E-11        
2.589617E-02        -9.550108E-15        6.793628E-18        -2.042325E-10        -2.704754E-11        
2.587290E-02        -9.368092E-15        6.615514E-18        -2.036826E-10        -2.697472E-11        
2.584966E-02        -9.189400E-15        6.441917E-18        -2.031342E-10        -2.690209E-11        
2.582644E-02        -9.013974E-15        6.272726E-18        -2.025873E-10        -2.682965E-11        
2.580324E-02        -8.841756E-15        6.107833E-18        -2.020418E-10        -2.675741E-11        
2.578006E-02        -8.672690E-15        5.947132E-18        -2.014978E-10        -2.668537E-11        
2.575690E-02        -8.506722E-15        5.790522E-18        -2.009553E-10        -2.661352E-11        
2.573376E-02        -8.343798E-15        5.637901E-18        -2.004142E-10        -2.654186E-11        
2.571065E-02        -8.183864E-15        5.489172E-18        -1.998746E-10        -2.647039E-11        
2.568755E-02        -8.026867E-15        5.344238E-18        -1.993364E-10        -2.639912E-11        
2.566447E-02        -7.872757E-15        5.203007E-18        -1.987997E-10        -2.632804E-11        
2.564142E-02        -7.721482E-15        5.065386E-18        -1.982644E-10        -2.625715E-11        
2.561839E-02        -7.572993E-15        4.931288E-18        -1.977306E-10        -2.618645E-11        
2.559537E-02        -7.427241E-15        4.800624E-18        -1.971982E-10        -2.611595E-11        
2.557238E-02        -7.284177E-15        4.673310E-18        -1.966672E-10        -2.604563E-11        
2.554941E-02        -7.143755E-15        4.549262E-18        -1.961377E-10        -2.597550E-11        
2.552646E-02        -7.005927E-15        4.428401E-18        -1.956096E-10        -2.590556E-11        
2.550353E-02        -6.870648E-15        4.310648E-18        -1.950829E-10        -2.583581E-11        
2.548062E-02        -6.737873E-15        4.195923E-18        -1.945576E-10        -2.576625E-11        
2.545773E-02        -6.607557E-15        4.084154E-18        -1.940338E-10        -2.569687E-11        
2.543486E-02        -6.479658E-15        3.975266E-18        -1.935113E-10        -2.562768E-11        
2.541201E-02        -6.354132E-15        3.869187E-18        -1.929903E-10        -2.555868E-11        
2.538918E-02        -6.230937E-15        3.765848E-18        -1.924707E-10        -2.548986E-11        
2.536637E-02        -6.110033E-15        3.665180E-18        -1.919524E-10        -2.542123E-11        
2.534359E-02        -5.991377E-15        3.567117E-18        -1.914356E-10        -2.535278E-11        
2.532082E-02        -5.874931E-15        3.471593E-18        -1.909202E-10        -2.528452E-11        
2.529807E-02        -5.760655E-15        3.378545E-18        -1.904061E-10        -2.521644E-11        
2.527535E-02        -5.648510E-15        3.287911E-18        -1.898934E-10        -2.514854E-11        
2.525264E-02        -5.538458E-15        3.199631E-18        -1.893821E-10        -2.508083E-11        
2.522996E-02        -5.430463E-15        3.113645E-18        -1.888722E-10        -2.501330E-11        
2.520729E-02        -5.324486E-15        3.029896E-18        -1.883637E-10        -2.494595E-11        
2.518465E-02        -5.220493E-15        2.948327E-18        -1.878565E-10        -2.487878E-11        
2.516202E-02        -5.118448E-15        2.868885E-18        -1.873507E-10        -2.481179E-11        
2.513942E-02        -5.018316E-15        2.791514E-18        -1.868463E-10        -2.474499E-11        
2.511684E-02        -4.920063E-15        2.716164E-18        -1.863432E-10        -2.467836E-11        
2.509428E-02        -4.823654E-15        2.642783E-18        -1.858414E-10        -2.461191E-11        
2.507173E-02        -4.729058E-15        2.571322E-18        -1.853410E-10        -2.454565E-11        
2.504921E-02        -4.636241E-15        2.501731E-18        -1.848420E-10        -2.447956E-11        
2.502671E-02        -4.545171E-15        2.433964E-18        -1.843443E-10        -2.441364E-11        
2.500423E-02        -4.455817E-15        2.367974E-18        -1.838480E-10        -2.434791E-11        
2.498176E-02        -4.368148E-15        2.303717E-18        -1.833530E-10        -2.428235E-11        
2.495932E-02        -4.282134E-15        2.241149E-18        -1.828593E-10        -2.421697E-11        
2.493690E-02        -4.197744E-15        2.180226E-18        -1.823669E-10        -2.415177E-11        
2.491450E-02        -4.114950E-15        2.120907E-18        -1.818759E-10        -2.408674E-11        
2.489212E-02        -4.033723E-15        2.063150E-18        -1.813862E-10        -2.402188E-11        
2.486976E-02        -3.954034E-15        2.006917E-18        -1.808978E-10        -2.395720E-11        
2.484742E-02        -3.875855E-15        1.952169E-18        -1.804107E-10        -2.389270E-11        
2.482510E-02        -3.799159E-15        1.898866E-18        -1.799250E-10        -2.382837E-11        
2.480280E-02        -3.723920E-15        1.846974E-18        -1.794405E-10        -2.376421E-11        
2.478052E-02        -3.650110E-15        1.796455E-18        -1.789574E-10        -2.370022E-11        
2.475825E-02        -3.577704E-15        1.747274E-18        -1.784755E-10        -2.363641E-11        
2.473601E-02        -3.506677E-15        1.699398E-18        -1.779950E-10        -2.357277E-11        
2.471379E-02        -3.437002E-15        1.652792E-18        -1.775157E-10        -2.350930E-11        
2.469159E-02        -3.368656E-15        1.607425E-18        -1.770377E-10        -2.344600E-11        
2.466941E-02        -3.301614E-15        1.563264E-18        -1.765611E-10        -2.338287E-11        
2.464725E-02        -3.235853E-15        1.520278E-18        -1.760857E-10        -2.331991E-11        
2.462511E-02        -3.171349E-15        1.478437E-18        -1.756116E-10        -2.325712E-11        
2.460299E-02        -3.108079E-15        1.437712E-18        -1.751387E-10        -2.319450E-11        
2.458089E-02        -3.046020E-15        1.398073E-18        -1.746672E-10        -2.313205E-11        
2.455881E-02        -2.985151E-15        1.359494E-18        -1.741969E-10        -2.306976E-11        
2.453674E-02        -2.925449E-15        1.321946E-18        -1.737278E-10        -2.300765E-11        
2.451470E-02        -2.866894E-15        1.285402E-18        -1.732601E-10        -2.294570E-11        
2.449268E-02        -2.809463E-15        1.249838E-18        -1.727936E-10        -2.288392E-11        
2.447068E-02        -2.753137E-15        1.215227E-18        -1.723283E-10        -2.282230E-11        
2.444870E-02        -2.697895E-15        1.181545E-18        -1.718643E-10        -2.276085E-11        
2.442673E-02        -2.643717E-15        1.148767E-18        -1.714016E-10        -2.269957E-11        
2.440479E-02        -2.590584E-15        1.116871E-18        -1.709400E-10        -2.263845E-11        
2.438287E-02        -2.538476E-15        1.085833E-18        -1.704798E-10        -2.257749E-11        
2.436096E-02        -2.487374E-15        1.055630E-18        -1.700208E-10        -2.251670E-11        
2.433908E-02        -2.437259E-15        1.026242E-18        -1.695630E-10        -2.245608E-11        
2.431722E-02        -2.388115E-15        9.976470E-19        -1.691064E-10        -2.239561E-11        
2.429537E-02        -2.339921E-15        9.698240E-19        -1.686511E-10        -2.233531E-11        
2.427355E-02        -2.292662E-15        9.427531E-19        -1.681970E-10        -2.227517E-11        
2.425174E-02        -2.246319E-15        9.164146E-19        -1.677441E-10        -2.221520E-11        
2.422995E-02        -2.200876E-15        8.907893E-19        -1.672925E-10        -2.215538E-11        
2.420819E-02        -2.156316E-15        8.658585E-19        -1.668420E-10        -2.209573E-11        
2.418644E-02        -2.112622E-15        8.416041E-19        -1.663928E-10        -2.203623E-11        
2.416472E-02        -2.069778E-15        8.180084E-19        -1.659448E-10        -2.197690E-11        
2.414301E-02        -2.027769E-15        7.950539E-19        -1.654980E-10        -2.191773E-11        
2.412132E-02        -1.986578E-15        7.727238E-19        -1.650524E-10        -2.185871E-11        
2.409965E-02        -1.946192E-15        7.510017E-19        -1.646080E-10        -2.179986E-11        
2.407800E-02        -1.906593E-15        7.298717E-19        -1.641648E-10        -2.174116E-11        
2.405637E-02        -1.867769E-15        7.093180E-19        -1.637227E-10        -2.168262E-11        
2.403476E-02        -1.829704E-15        6.893255E-19        -1.632819E-10        -2.162424E-11        
2.401317E-02        -1.792385E-15        6.698793E-19        -1.628423E-10        -2.156602E-11        
2.399160E-02        -1.755796E-15        6.509650E-19        -1.624038E-10        -2.150795E-11        
2.397005E-02        -1.719925E-15        6.325685E-19        -1.619665E-10        -2.145004E-11        
2.394852E-02        -1.684758E-15        6.146762E-19        -1.615304E-10        -2.139228E-11        
2.392700E-02        -1.650282E-15        5.972746E-19        -1.610955E-10        -2.133469E-11        
2.390551E-02        -1.616484E-15        5.803507E-19        -1.606618E-10        -2.127724E-11        
2.388403E-02        -1.583351E-15        5.638918E-19        -1.602292E-10        -2.121995E-11        
2.386258E-02        -1.550870E-15        5.478855E-19        -1.597978E-10        -2.116282E-11        
2.384114E-02        -1.519029E-15        5.323199E-19        -1.593675E-10        -2.110583E-11        
2.381972E-02        -1.487817E-15        5.171832E-19        -1.589384E-10        -2.104901E-11        
2.379833E-02        -1.457221E-15        5.024639E-19        -1.585104E-10        -2.099233E-11        
2.377695E-02        -1.427229E-15        4.881508E-19        -1.580836E-10        -2.093581E-11        
2.375559E-02        -1.397831E-15        4.742332E-19        -1.576580E-10        -2.087944E-11        
2.373425E-02        -1.369014E-15        4.607005E-19        -1.572335E-10        -2.082322E-11        
2.371293E-02        -1.340769E-15        4.475424E-19        -1.568102E-10        -2.076715E-11        
2.369163E-02        -1.313083E-15        4.347487E-19        -1.563879E-10        -2.071124E-11        
2.367034E-02        -1.285947E-15        4.223098E-19        -1.559669E-10        -2.065547E-11        
2.364908E-02        -1.259350E-15        4.102162E-19        -1.555469E-10        -2.059986E-11        
2.362784E-02        -1.233281E-15        3.984585E-19        -1.551281E-10        -2.054439E-11        
2.360661E-02        -1.207731E-15        3.870277E-19        -1.547104E-10        -2.048907E-11        
2.358540E-02        -1.182690E-15        3.759150E-19        -1.542938E-10        -2.043391E-11        
2.356422E-02        -1.158148E-15        3.651119E-19        -1.538784E-10        -2.037889E-11        
2.354305E-02        -1.134096E-15        3.546100E-19        -1.534641E-10        -2.032402E-11        
2.352190E-02        -1.110524E-15        3.444011E-19        -1.530509E-10        -2.026929E-11        
2.350077E-02        -1.087422E-15        3.344774E-19        -1.526388E-10        -2.021472E-11        
2.347966E-02        -1.064783E-15        3.248311E-19        -1.522278E-10        -2.016029E-11        
2.345857E-02        -1.042597E-15        3.154547E-19        -1.518179E-10        -2.010601E-11        
2.343749E-02        -1.020855E-15        3.063410E-19        -1.514092E-10        -2.005187E-11        
2.341644E-02        -9.995494E-16        2.974827E-19        -1.510015E-10        -1.999788E-11        
2.339540E-02        -9.786711E-16        2.888730E-19        -1.505949E-10        -1.994404E-11        
2.337439E-02        -9.582121E-16        2.805051E-19        -1.501894E-10        -1.989034E-11        
2.335339E-02        -9.381643E-16        2.723724E-19        -1.497850E-10        -1.983678E-11        
2.333241E-02        -9.185199E-16        2.644686E-19        -1.493817E-10        -1.978337E-11        
2.331145E-02        -8.992709E-16        2.567873E-19        -1.489795E-10        -1.973010E-11        
2.329051E-02        -8.804099E-16        2.493225E-19        -1.485784E-10        -1.967698E-11        
2.326959E-02        -8.619292E-16        2.420683E-19        -1.481783E-10        -1.962400E-11        
2.324868E-02        -8.438240E-16        2.350193E-19        -1.477794E-10        -1.957116E-11        
2.322780E-02        -8.260821E-16        2.281692E-19        -1.473815E-10        -1.951846E-11        
2.320693E-02        -8.086969E-16        2.215126E-19        -1.469846E-10        -1.946591E-11        
2.318609E-02        -7.916657E-16        2.150448E-19        -1.465889E-10        -1.941350E-11        
2.316526E-02        -7.749794E-16        2.087603E-19        -1.461942E-10        -1.936123E-11        
2.314445E-02        -7.586315E-16        2.026540E-19        -1.458005E-10        -1.930910E-11        
2.312366E-02        -7.426152E-16        1.967212E-19        -1.454080E-10        -1.925711E-11        
2.310289E-02        -7.269241E-16        1.909569E-19        -1.450165E-10        -1.920526E-11        
2.308213E-02        -7.115520E-16        1.853566E-19        -1.446260E-10        -1.915354E-11        
2.306140E-02        -6.964926E-16        1.799157E-19        -1.442366E-10        -1.910197E-11        
2.304068E-02        -6.817397E-16        1.746299E-19        -1.438482E-10        -1.905054E-11        
2.301998E-02        -6.672875E-16        1.694949E-19        -1.434609E-10        -1.899925E-11        
2.299930E-02        -6.531300E-16        1.645064E-19        -1.430746E-10        -1.894809E-11        
2.297864E-02        -6.392615E-16        1.596605E-19        -1.426894E-10        -1.889707E-11        
2.295800E-02        -6.256763E-16        1.549532E-19        -1.423052E-10        -1.884619E-11        
2.293738E-02        -6.123688E-16        1.503806E-19        -1.419221E-10        -1.879545E-11        
2.291677E-02        -5.993337E-16        1.459391E-19        -1.415399E-10        -1.874484E-11        
2.289619E-02        -5.865655E-16        1.416249E-19        -1.411588E-10        -1.869437E-11        
2.287562E-02        -5.740591E-16        1.374346E-19        -1.407787E-10        -1.864403E-11        
2.285507E-02        -5.618092E-16        1.333646E-19        -1.403997E-10        -1.859383E-11        
2.283454E-02        -5.498109E-16        1.294117E-19        -1.400217E-10        -1.854377E-11        
2.281402E-02        -5.380591E-16        1.255726E-19        -1.396447E-10        -1.849384E-11        
2.279353E-02        -5.265491E-16        1.218440E-19        -1.392687E-10        -1.844405E-11        
2.277305E-02        -5.152760E-16        1.182230E-19        -1.388937E-10        -1.839438E-11        
2.275260E-02        -5.042352E-16        1.147065E-19        -1.385197E-10        -1.834486E-11        
2.273216E-02        -4.934220E-16        1.112916E-19        -1.381467E-10        -1.829546E-11        
2.271174E-02        -4.828320E-16        1.079754E-19        -1.377748E-10        -1.824620E-11        
2.269134E-02        -4.724608E-16        1.047552E-19        -1.374038E-10        -1.819707E-11        
2.267095E-02        -4.623040E-16        1.016283E-19        -1.370338E-10        -1.814808E-11        
2.265059E-02        -4.523573E-16        9.859200E-20        -1.366649E-10        -1.809921E-11        
2.263024E-02        -4.426167E-16        9.564384E-20        -1.362969E-10        -1.805048E-11        
2.260991E-02        -4.330779E-16        9.278132E-20        -1.359299E-10        -1.800188E-11        
2.258960E-02        -4.237370E-16        9.000201E-20        -1.355639E-10        -1.795341E-11        
2.256931E-02        -4.145901E-16        8.730358E-20        -1.351989E-10        -1.790507E-11        
2.254903E-02        -4.056332E-16        8.468374E-20        -1.348349E-10        -1.785686E-11        
2.252877E-02        -3.968626E-16        8.214028E-20        -1.344718E-10        -1.780878E-11        
2.250854E-02        -3.882746E-16        7.967103E-20        -1.341098E-10        -1.776083E-11        
2.248832E-02        -3.798655E-16        7.727389E-20        -1.337487E-10        -1.771301E-11        
2.246812E-02        -3.716317E-16        7.494682E-20        -1.333886E-10        -1.766531E-11        
2.244793E-02        -3.635698E-16        7.268785E-20        -1.330294E-10        -1.761775E-11        
2.242777E-02        -3.556762E-16        7.049502E-20        -1.326712E-10        -1.757031E-11        
2.240762E-02        -3.479477E-16        6.836647E-20        -1.323140E-10        -1.752300E-11        
2.238749E-02        -3.403809E-16        6.630037E-20        -1.319577E-10        -1.747582E-11        
2.236738E-02        -3.329725E-16        6.429493E-20        -1.316024E-10        -1.742877E-11        
2.234729E-02        -3.257194E-16        6.234844E-20        -1.312481E-10        -1.738184E-11        
2.232721E-02        -3.186184E-16        6.045922E-20        -1.308947E-10        -1.733504E-11        
2.230715E-02        -3.116665E-16        5.862562E-20        -1.305423E-10        -1.728837E-11        
2.228712E-02        -3.048607E-16        5.684606E-20        -1.301908E-10        -1.724182E-11        
2.226709E-02        -2.981980E-16        5.511899E-20        -1.298402E-10        -1.719539E-11        
2.224709E-02        -2.916755E-16        5.344292E-20        -1.294906E-10        -1.714909E-11        
2.222711E-02        -2.852905E-16        5.181637E-20        -1.291420E-10        -1.710292E-11        
2.220714E-02        -2.790401E-16        5.023794E-20        -1.287943E-10        -1.705687E-11        
2.218719E-02        -2.729215E-16        4.870624E-20        -1.284475E-10        -1.701094E-11        
2.216726E-02        -2.669322E-16        4.721993E-20        -1.281016E-10        -1.696514E-11        
2.214735E-02        -2.610695E-16        4.577771E-20        -1.277567E-10        -1.691946E-11        
2.212745E-02        -2.553309E-16        4.437829E-20        -1.274127E-10        -1.687390E-11        
2.210757E-02        -2.497137E-16        4.302046E-20        -1.270697E-10        -1.682847E-11        
2.208771E-02        -2.442156E-16        4.170302E-20        -1.267275E-10        -1.678316E-11        
2.206787E-02        -2.388341E-16        4.042479E-20        -1.263863E-10        -1.673797E-11        
2.204805E-02        -2.335668E-16        3.918464E-20        -1.260460E-10        -1.669290E-11        
