# Finite Temperature QED corrections for dP_int/dT. [dP_int/dT] = MeV^3
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           dP_int/dT (e^2)      dP_int/dT (e^3)      dP_int/dT (e^4)      dP_int/dT (e^5)      
1.074083E+01        -7.875874E+00        7.024437E-01        -5.475960E-02        3.446998E-03        
1.073118E+01        -7.854644E+00        7.005520E-01        -5.460109E-02        3.436251E-03        
1.072154E+01        -7.833472E+00        6.986654E-01        -5.444305E-02        3.425538E-03        
1.071191E+01        -7.812356E+00        6.967839E-01        -5.428546E-02        3.414857E-03        
1.070229E+01        -7.791297E+00        6.949075E-01        -5.412832E-02        3.404209E-03        
1.069268E+01        -7.770295E+00        6.930361E-01        -5.397163E-02        3.393594E-03        
1.068307E+01        -7.749349E+00        6.911697E-01        -5.381540E-02        3.383011E-03        
1.067347E+01        -7.728460E+00        6.893084E-01        -5.365962E-02        3.372461E-03        
1.066389E+01        -7.707627E+00        6.874521E-01        -5.350428E-02        3.361943E-03        
1.065431E+01        -7.686850E+00        6.856008E-01        -5.334939E-02        3.351457E-03        
1.064473E+01        -7.666129E+00        6.837545E-01        -5.319495E-02        3.341003E-03        
1.063517E+01        -7.645464E+00        6.819131E-01        -5.304096E-02        3.330581E-03        
1.062562E+01        -7.624855E+00        6.800768E-01        -5.288740E-02        3.320191E-03        
1.061607E+01        -7.604301E+00        6.782453E-01        -5.273429E-02        3.309832E-03        
1.060654E+01        -7.583803E+00        6.764188E-01        -5.258162E-02        3.299506E-03        
1.059701E+01        -7.563359E+00        6.745972E-01        -5.242939E-02        3.289211E-03        
1.058749E+01        -7.542971E+00        6.727805E-01        -5.227760E-02        3.278948E-03        
1.057798E+01        -7.522638E+00        6.709687E-01        -5.212624E-02        3.268716E-03        
1.056848E+01        -7.502359E+00        6.691618E-01        -5.197532E-02        3.258515E-03        
1.055898E+01        -7.482135E+00        6.673597E-01        -5.182484E-02        3.248346E-03        
1.054950E+01        -7.461966E+00        6.655625E-01        -5.167479E-02        3.238207E-03        
1.054002E+01        -7.441851E+00        6.637702E-01        -5.152517E-02        3.228100E-03        
1.053055E+01        -7.421790E+00        6.619826E-01        -5.137598E-02        3.218024E-03        
1.052109E+01        -7.401783E+00        6.601999E-01        -5.122722E-02        3.207978E-03        
1.051164E+01        -7.381830E+00        6.584220E-01        -5.107889E-02        3.197964E-03        
1.050220E+01        -7.361931E+00        6.566488E-01        -5.093099E-02        3.187980E-03        
1.049276E+01        -7.342086E+00        6.548805E-01        -5.078351E-02        3.178026E-03        
1.048334E+01        -7.322294E+00        6.531169E-01        -5.063646E-02        3.168103E-03        
1.047392E+01        -7.302555E+00        6.513580E-01        -5.048983E-02        3.158211E-03        
1.046451E+01        -7.282869E+00        6.496039E-01        -5.034363E-02        3.148348E-03        
1.045511E+01        -7.263237E+00        6.478545E-01        -5.019784E-02        3.138516E-03        
1.044572E+01        -7.243657E+00        6.461098E-01        -5.005248E-02        3.128714E-03        
1.043634E+01        -7.224130E+00        6.443698E-01        -4.990753E-02        3.118943E-03        
1.042696E+01        -7.204656E+00        6.426345E-01        -4.976301E-02        3.109201E-03        
1.041759E+01        -7.185234E+00        6.409039E-01        -4.961889E-02        3.099489E-03        
1.040824E+01        -7.165864E+00        6.391779E-01        -4.947520E-02        3.089806E-03        
1.039889E+01        -7.146547E+00        6.374566E-01        -4.933191E-02        3.080153E-03        
1.038954E+01        -7.127281E+00        6.357399E-01        -4.918904E-02        3.070530E-03        
1.038021E+01        -7.108068E+00        6.340279E-01        -4.904659E-02        3.060937E-03        
1.037089E+01        -7.088906E+00        6.323204E-01        -4.890454E-02        3.051372E-03        
1.036157E+01        -7.069796E+00        6.306176E-01        -4.876290E-02        3.041838E-03        
1.035226E+01        -7.050737E+00        6.289193E-01        -4.862167E-02        3.032332E-03        
1.034296E+01        -7.031730E+00        6.272256E-01        -4.848084E-02        3.022855E-03        
1.033367E+01        -7.012774E+00        6.255365E-01        -4.834043E-02        3.013408E-03        
1.032439E+01        -6.993869E+00        6.238519E-01        -4.820041E-02        3.003989E-03        
1.031511E+01        -6.975015E+00        6.221718E-01        -4.806080E-02        2.994600E-03        
1.030585E+01        -6.956212E+00        6.204963E-01        -4.792160E-02        2.985239E-03        
1.029659E+01        -6.937459E+00        6.188253E-01        -4.778279E-02        2.975906E-03        
1.028734E+01        -6.918757E+00        6.171588E-01        -4.764438E-02        2.966603E-03        
1.027810E+01        -6.900105E+00        6.154967E-01        -4.750637E-02        2.957328E-03        
1.026887E+01        -6.881504E+00        6.138392E-01        -4.736876E-02        2.948081E-03        
1.025964E+01        -6.862953E+00        6.121861E-01        -4.723155E-02        2.938863E-03        
1.025042E+01        -6.844451E+00        6.105375E-01        -4.709473E-02        2.929673E-03        
1.024122E+01        -6.826000E+00        6.088933E-01        -4.695831E-02        2.920511E-03        
1.023202E+01        -6.807598E+00        6.072535E-01        -4.682227E-02        2.911377E-03        
1.022283E+01        -6.789246E+00        6.056181E-01        -4.668664E-02        2.902271E-03        
1.021364E+01        -6.770943E+00        6.039872E-01        -4.655139E-02        2.893194E-03        
1.020447E+01        -6.752689E+00        6.023606E-01        -4.641653E-02        2.884144E-03        
1.019530E+01        -6.734485E+00        6.007384E-01        -4.628206E-02        2.875121E-03        
1.018614E+01        -6.716330E+00        5.991206E-01        -4.614798E-02        2.866127E-03        
1.017699E+01        -6.698223E+00        5.975072E-01        -4.601428E-02        2.857160E-03        
1.016785E+01        -6.680166E+00        5.958980E-01        -4.588097E-02        2.848220E-03        
1.015871E+01        -6.662157E+00        5.942933E-01        -4.574804E-02        2.839308E-03        
1.014959E+01        -6.644196E+00        5.926928E-01        -4.561550E-02        2.830424E-03        
1.014047E+01        -6.626284E+00        5.910967E-01        -4.548334E-02        2.821566E-03        
1.013136E+01        -6.608420E+00        5.895048E-01        -4.535156E-02        2.812736E-03        
1.012226E+01        -6.590604E+00        5.879172E-01        -4.522015E-02        2.803933E-03        
1.011317E+01        -6.572837E+00        5.863340E-01        -4.508913E-02        2.795157E-03        
1.010408E+01        -6.555117E+00        5.847549E-01        -4.495849E-02        2.786407E-03        
1.009501E+01        -6.537445E+00        5.831802E-01        -4.482822E-02        2.777685E-03        
1.008594E+01        -6.519820E+00        5.816096E-01        -4.469833E-02        2.768989E-03        
1.007688E+01        -6.502243E+00        5.800433E-01        -4.456881E-02        2.760320E-03        
1.006783E+01        -6.484714E+00        5.784812E-01        -4.443966E-02        2.751678E-03        
1.005878E+01        -6.467231E+00        5.769233E-01        -4.431089E-02        2.743062E-03        
1.004975E+01        -6.449796E+00        5.753697E-01        -4.418249E-02        2.734473E-03        
1.004072E+01        -6.432408E+00        5.738202E-01        -4.405446E-02        2.725910E-03        
1.003170E+01        -6.415066E+00        5.722748E-01        -4.392679E-02        2.717373E-03        
1.002269E+01        -6.397771E+00        5.707337E-01        -4.379950E-02        2.708863E-03        
1.001368E+01        -6.380523E+00        5.691966E-01        -4.367257E-02        2.700378E-03        
1.000469E+01        -6.363321E+00        5.676638E-01        -4.354601E-02        2.691920E-03        
9.995700E+00        -6.346166E+00        5.661350E-01        -4.341981E-02        2.683488E-03        
9.986721E+00        -6.329057E+00        5.646104E-01        -4.329398E-02        2.675081E-03        
9.977749E+00        -6.311993E+00        5.630898E-01        -4.316851E-02        2.666701E-03        
9.968786E+00        -6.294976E+00        5.615734E-01        -4.304340E-02        2.658346E-03        
9.959831E+00        -6.278005E+00        5.600610E-01        -4.291865E-02        2.650016E-03        
9.950884E+00        -6.261079E+00        5.585528E-01        -4.279426E-02        2.641713E-03        
9.941945E+00        -6.244199E+00        5.570485E-01        -4.267023E-02        2.633435E-03        
9.933014E+00        -6.227365E+00        5.555484E-01        -4.254656E-02        2.625182E-03        
9.924091E+00        -6.210576E+00        5.540522E-01        -4.242324E-02        2.616954E-03        
9.915176E+00        -6.193832E+00        5.525601E-01        -4.230028E-02        2.608752E-03        
9.906269E+00        -6.177133E+00        5.510721E-01        -4.217768E-02        2.600575E-03        
9.897370E+00        -6.160479E+00        5.495880E-01        -4.205543E-02        2.592423E-03        
9.888479E+00        -6.143870E+00        5.481079E-01        -4.193353E-02        2.584297E-03        
9.879596E+00        -6.127306E+00        5.466318E-01        -4.181198E-02        2.576195E-03        
9.870721E+00        -6.110786E+00        5.451597E-01        -4.169078E-02        2.568118E-03        
9.861854E+00        -6.094311E+00        5.436915E-01        -4.156993E-02        2.560066E-03        
9.852995E+00        -6.077881E+00        5.422273E-01        -4.144943E-02        2.552038E-03        
9.844144E+00        -6.061494E+00        5.407671E-01        -4.132928E-02        2.544036E-03        
9.835301E+00        -6.045152E+00        5.393107E-01        -4.120947E-02        2.536058E-03        
9.826466E+00        -6.028854E+00        5.378583E-01        -4.109001E-02        2.528104E-03        
9.817638E+00        -6.012599E+00        5.364098E-01        -4.097089E-02        2.520175E-03        
9.808819E+00        -5.996389E+00        5.349652E-01        -4.085212E-02        2.512270E-03        
9.800008E+00        -5.980222E+00        5.335245E-01        -4.073369E-02        2.504389E-03        
9.791204E+00        -5.964099E+00        5.320877E-01        -4.061560E-02        2.496533E-03        
9.782408E+00        -5.948019E+00        5.306547E-01        -4.049785E-02        2.488701E-03        
9.773621E+00        -5.931982E+00        5.292256E-01        -4.038044E-02        2.480893E-03        
9.764841E+00        -5.915989E+00        5.278004E-01        -4.026337E-02        2.473109E-03        
9.756069E+00        -5.900038E+00        5.263790E-01        -4.014663E-02        2.465349E-03        
9.747305E+00        -5.884131E+00        5.249614E-01        -4.003024E-02        2.457613E-03        
9.738549E+00        -5.868267E+00        5.235476E-01        -3.991418E-02        2.449900E-03        
9.729801E+00        -5.852445E+00        5.221377E-01        -3.979845E-02        2.442211E-03        
9.721060E+00        -5.836666E+00        5.207315E-01        -3.968306E-02        2.434546E-03        
9.712327E+00        -5.820929E+00        5.193291E-01        -3.956800E-02        2.426905E-03        
9.703603E+00        -5.805235E+00        5.179305E-01        -3.945327E-02        2.419286E-03        
9.694886E+00        -5.789583E+00        5.165357E-01        -3.933887E-02        2.411692E-03        
9.686177E+00        -5.773973E+00        5.151446E-01        -3.922480E-02        2.404121E-03        
9.677476E+00        -5.758405E+00        5.137573E-01        -3.911107E-02        2.396573E-03        
9.668782E+00        -5.742880E+00        5.123737E-01        -3.899766E-02        2.389048E-03        
9.660096E+00        -5.727396E+00        5.109938E-01        -3.888457E-02        2.381546E-03        
9.651419E+00        -5.711954E+00        5.096176E-01        -3.877182E-02        2.374068E-03        
9.642749E+00        -5.696553E+00        5.082452E-01        -3.865938E-02        2.366612E-03        
9.634086E+00        -5.681194E+00        5.068764E-01        -3.854728E-02        2.359179E-03        
9.625432E+00        -5.665876E+00        5.055114E-01        -3.843549E-02        2.351770E-03        
9.616785E+00        -5.650600E+00        5.041500E-01        -3.832403E-02        2.344383E-03        
9.608146E+00        -5.635364E+00        5.027922E-01        -3.821289E-02        2.337018E-03        
9.599515E+00        -5.620170E+00        5.014382E-01        -3.810207E-02        2.329677E-03        
9.590892E+00        -5.605017E+00        5.000877E-01        -3.799157E-02        2.322358E-03        
9.582276E+00        -5.589904E+00        4.987410E-01        -3.788139E-02        2.315061E-03        
9.573668E+00        -5.574832E+00        4.973978E-01        -3.777152E-02        2.307787E-03        
9.565068E+00        -5.559801E+00        4.960582E-01        -3.766198E-02        2.300536E-03        
9.556476E+00        -5.544810E+00        4.947223E-01        -3.755274E-02        2.293306E-03        
9.547891E+00        -5.529860E+00        4.933900E-01        -3.744383E-02        2.286099E-03        
9.539314E+00        -5.514950E+00        4.920612E-01        -3.733523E-02        2.278914E-03        
9.530745E+00        -5.500080E+00        4.907360E-01        -3.722694E-02        2.271751E-03        
9.522183E+00        -5.485250E+00        4.894144E-01        -3.711896E-02        2.264611E-03        
9.513629E+00        -5.470460E+00        4.880964E-01        -3.701130E-02        2.257492E-03        
9.505083E+00        -5.455710E+00        4.867819E-01        -3.690394E-02        2.250395E-03        
9.496544E+00        -5.441000E+00        4.854709E-01        -3.679690E-02        2.243320E-03        
9.488013E+00        -5.426329E+00        4.841635E-01        -3.669016E-02        2.236267E-03        
9.479490E+00        -5.411698E+00        4.828596E-01        -3.658373E-02        2.229235E-03        
9.470974E+00        -5.397107E+00        4.815592E-01        -3.647761E-02        2.222226E-03        
9.462467E+00        -5.382554E+00        4.802623E-01        -3.637180E-02        2.215237E-03        
9.453966E+00        -5.368041E+00        4.789689E-01        -3.626629E-02        2.208271E-03        
9.445474E+00        -5.353567E+00        4.776789E-01        -3.616108E-02        2.201325E-03        
9.436989E+00        -5.339132E+00        4.763925E-01        -3.605618E-02        2.194401E-03        
9.428511E+00        -5.324736E+00        4.751095E-01        -3.595158E-02        2.187499E-03        
9.420041E+00        -5.310378E+00        4.738300E-01        -3.584729E-02        2.180618E-03        
9.411579E+00        -5.296059E+00        4.725539E-01        -3.574329E-02        2.173757E-03        
9.403125E+00        -5.281779E+00        4.712812E-01        -3.563959E-02        2.166918E-03        
9.394678E+00        -5.267538E+00        4.700120E-01        -3.553620E-02        2.160100E-03        
9.386238E+00        -5.253334E+00        4.687462E-01        -3.543310E-02        2.153304E-03        
9.377807E+00        -5.239169E+00        4.674838E-01        -3.533030E-02        2.146528E-03        
9.369382E+00        -5.225042E+00        4.662248E-01        -3.522779E-02        2.139772E-03        
9.360966E+00        -5.210953E+00        4.649692E-01        -3.512558E-02        2.133038E-03        
9.352556E+00        -5.196903E+00        4.637170E-01        -3.502367E-02        2.126325E-03        
9.344155E+00        -5.182890E+00        4.624681E-01        -3.492205E-02        2.119632E-03        
9.335761E+00        -5.168914E+00        4.612226E-01        -3.482072E-02        2.112960E-03        
9.327374E+00        -5.154977E+00        4.599805E-01        -3.471969E-02        2.106308E-03        
9.318996E+00        -5.141077E+00        4.587417E-01        -3.461895E-02        2.099677E-03        
9.310624E+00        -5.127214E+00        4.575062E-01        -3.451849E-02        2.093066E-03        
9.302260E+00        -5.113389E+00        4.562741E-01        -3.441833E-02        2.086476E-03        
9.293904E+00        -5.099601E+00        4.550453E-01        -3.431846E-02        2.079906E-03        
9.285555E+00        -5.085850E+00        4.538198E-01        -3.421887E-02        2.073356E-03        
9.277214E+00        -5.072136E+00        4.525976E-01        -3.411957E-02        2.066826E-03        
9.268880E+00        -5.058459E+00        4.513787E-01        -3.402056E-02        2.060317E-03        
9.260553E+00        -5.044819E+00        4.501631E-01        -3.392184E-02        2.053827E-03        
9.252235E+00        -5.031216E+00        4.489507E-01        -3.382340E-02        2.047358E-03        
9.243923E+00        -5.017649E+00        4.477416E-01        -3.372524E-02        2.040908E-03        
9.235619E+00        -5.004119E+00        4.465358E-01        -3.362737E-02        2.034479E-03        
9.227323E+00        -4.990625E+00        4.453332E-01        -3.352978E-02        2.028069E-03        
9.219034E+00        -4.977168E+00        4.441338E-01        -3.343247E-02        2.021679E-03        
9.210752E+00        -4.963747E+00        4.429377E-01        -3.333544E-02        2.015309E-03        
9.202478E+00        -4.950362E+00        4.417448E-01        -3.323869E-02        2.008958E-03        
9.194211E+00        -4.937013E+00        4.405551E-01        -3.314222E-02        2.002627E-03        
9.185952E+00        -4.923701E+00        4.393686E-01        -3.304603E-02        1.996315E-03        
9.177700E+00        -4.910424E+00        4.381853E-01        -3.295012E-02        1.990023E-03        
9.169455E+00        -4.897182E+00        4.370052E-01        -3.285448E-02        1.983751E-03        
9.161218E+00        -4.883977E+00        4.358283E-01        -3.275912E-02        1.977497E-03        
9.152989E+00        -4.870807E+00        4.346546E-01        -3.266404E-02        1.971263E-03        
9.144766E+00        -4.857673E+00        4.334840E-01        -3.256923E-02        1.965049E-03        
9.136551E+00        -4.844573E+00        4.323165E-01        -3.247469E-02        1.958853E-03        
9.128344E+00        -4.831510E+00        4.311522E-01        -3.238043E-02        1.952677E-03        
9.120144E+00        -4.818481E+00        4.299910E-01        -3.228643E-02        1.946519E-03        
9.111951E+00        -4.805488E+00        4.288330E-01        -3.219271E-02        1.940381E-03        
9.103766E+00        -4.792529E+00        4.276781E-01        -3.209926E-02        1.934261E-03        
9.095588E+00        -4.779606E+00        4.265263E-01        -3.200608E-02        1.928161E-03        
9.087417E+00        -4.766717E+00        4.253776E-01        -3.191317E-02        1.922079E-03        
9.079254E+00        -4.753863E+00        4.242319E-01        -3.182053E-02        1.916016E-03        
9.071097E+00        -4.741043E+00        4.230894E-01        -3.172815E-02        1.909971E-03        
9.062949E+00        -4.728259E+00        4.219500E-01        -3.163604E-02        1.903946E-03        
9.054807E+00        -4.715508E+00        4.208136E-01        -3.154420E-02        1.897939E-03        
9.046673E+00        -4.702792E+00        4.196803E-01        -3.145262E-02        1.891950E-03        
9.038547E+00        -4.690110E+00        4.185500E-01        -3.136131E-02        1.885980E-03        
9.030427E+00        -4.677463E+00        4.174227E-01        -3.127026E-02        1.880029E-03        
9.022315E+00        -4.664849E+00        4.162985E-01        -3.117947E-02        1.874095E-03        
9.014210E+00        -4.652270E+00        4.151774E-01        -3.108895E-02        1.868180E-03        
9.006112E+00        -4.639724E+00        4.140592E-01        -3.099868E-02        1.862284E-03        
8.998022E+00        -4.627212E+00        4.129441E-01        -3.090868E-02        1.856405E-03        
8.989939E+00        -4.614734E+00        4.118320E-01        -3.081894E-02        1.850545E-03        
8.981863E+00        -4.602289E+00        4.107228E-01        -3.072945E-02        1.844703E-03        
8.973795E+00        -4.589878E+00        4.096167E-01        -3.064023E-02        1.838879E-03        
8.965733E+00        -4.577501E+00        4.085135E-01        -3.055126E-02        1.833073E-03        
8.957679E+00        -4.565157E+00        4.074133E-01        -3.046255E-02        1.827284E-03        
8.949632E+00        -4.552846E+00        4.063160E-01        -3.037409E-02        1.821514E-03        
8.941593E+00        -4.540568E+00        4.052217E-01        -3.028589E-02        1.815762E-03        
8.933560E+00        -4.528323E+00        4.041304E-01        -3.019794E-02        1.810027E-03        
8.925535E+00        -4.516111E+00        4.030420E-01        -3.011025E-02        1.804310E-03        
8.917517E+00        -4.503933E+00        4.019565E-01        -3.002281E-02        1.798610E-03        
8.909507E+00        -4.491787E+00        4.008740E-01        -2.993563E-02        1.792929E-03        
8.901503E+00        -4.479673E+00        3.997943E-01        -2.984870E-02        1.787264E-03        
8.893507E+00        -4.467593E+00        3.987176E-01        -2.976201E-02        1.781618E-03        
8.885518E+00        -4.455544E+00        3.976438E-01        -2.967558E-02        1.775988E-03        
8.877536E+00        -4.443529E+00        3.965729E-01        -2.958940E-02        1.770377E-03        
8.869561E+00        -4.431546E+00        3.955048E-01        -2.950346E-02        1.764782E-03        
8.861593E+00        -4.419595E+00        3.944396E-01        -2.941778E-02        1.759205E-03        
8.853633E+00        -4.407676E+00        3.933773E-01        -2.933234E-02        1.753645E-03        
8.845679E+00        -4.395789E+00        3.923179E-01        -2.924715E-02        1.748102E-03        
8.837733E+00        -4.383935E+00        3.912613E-01        -2.916220E-02        1.742576E-03        
8.829794E+00        -4.372112E+00        3.902075E-01        -2.907750E-02        1.737068E-03        
8.821862E+00        -4.360321E+00        3.891566E-01        -2.899304E-02        1.731576E-03        
8.813937E+00        -4.348562E+00        3.881085E-01        -2.890883E-02        1.726102E-03        
8.806019E+00        -4.336835E+00        3.870633E-01        -2.882486E-02        1.720644E-03        
8.798109E+00        -4.325139E+00        3.860208E-01        -2.874114E-02        1.715203E-03        
8.790205E+00        -4.313474E+00        3.849812E-01        -2.865765E-02        1.709779E-03        
8.782309E+00        -4.301842E+00        3.839444E-01        -2.857441E-02        1.704372E-03        
8.774420E+00        -4.290240E+00        3.829103E-01        -2.849141E-02        1.698981E-03        
8.766537E+00        -4.278670E+00        3.818790E-01        -2.840864E-02        1.693608E-03        
8.758662E+00        -4.267131E+00        3.808506E-01        -2.832612E-02        1.688250E-03        
8.750794E+00        -4.255623E+00        3.798248E-01        -2.824383E-02        1.682910E-03        
8.742933E+00        -4.244146E+00        3.788019E-01        -2.816178E-02        1.677586E-03        
8.735079E+00        -4.232700E+00        3.777817E-01        -2.807997E-02        1.672278E-03        
8.727233E+00        -4.221284E+00        3.767642E-01        -2.799840E-02        1.666987E-03        
8.719393E+00        -4.209900E+00        3.757495E-01        -2.791706E-02        1.661712E-03        
8.711560E+00        -4.198546E+00        3.747375E-01        -2.783595E-02        1.656453E-03        
8.703734E+00        -4.187223E+00        3.737283E-01        -2.775508E-02        1.651211E-03        
8.695916E+00        -4.175930E+00        3.727218E-01        -2.767445E-02        1.645985E-03        
8.688104E+00        -4.164668E+00        3.717179E-01        -2.759404E-02        1.640775E-03        
8.680299E+00        -4.153436E+00        3.707168E-01        -2.751387E-02        1.635581E-03        
8.672502E+00        -4.142235E+00        3.697184E-01        -2.743393E-02        1.630404E-03        
8.664711E+00        -4.131063E+00        3.687226E-01        -2.735422E-02        1.625242E-03        
8.656927E+00        -4.119922E+00        3.677296E-01        -2.727474E-02        1.620096E-03        
8.649151E+00        -4.108810E+00        3.667392E-01        -2.719549E-02        1.614967E-03        
8.641381E+00        -4.097729E+00        3.657515E-01        -2.711647E-02        1.609853E-03        
8.633618E+00        -4.086677E+00        3.647664E-01        -2.703768E-02        1.604755E-03        
8.625862E+00        -4.075656E+00        3.637840E-01        -2.695912E-02        1.599672E-03        
8.618114E+00        -4.064663E+00        3.628043E-01        -2.688078E-02        1.594606E-03        
8.610372E+00        -4.053701E+00        3.618271E-01        -2.680267E-02        1.589555E-03        
8.602637E+00        -4.042768E+00        3.608526E-01        -2.672479E-02        1.584520E-03        
8.594909E+00        -4.031865E+00        3.598808E-01        -2.664712E-02        1.579500E-03        
8.587188E+00        -4.020991E+00        3.589115E-01        -2.656969E-02        1.574496E-03        
8.579474E+00        -4.010146E+00        3.579449E-01        -2.649248E-02        1.569507E-03        
8.571767E+00        -3.999330E+00        3.569809E-01        -2.641549E-02        1.564534E-03        
8.564067E+00        -3.988544E+00        3.560194E-01        -2.633872E-02        1.559576E-03        
8.556374E+00        -3.977786E+00        3.550606E-01        -2.626218E-02        1.554634E-03        
8.548687E+00        -3.967058E+00        3.541043E-01        -2.618585E-02        1.549707E-03        
8.541008E+00        -3.956359E+00        3.531506E-01        -2.610975E-02        1.544795E-03        
8.533336E+00        -3.945688E+00        3.521995E-01        -2.603387E-02        1.539898E-03        
8.525670E+00        -3.935046E+00        3.512509E-01        -2.595820E-02        1.535017E-03        
8.518011E+00        -3.924433E+00        3.503049E-01        -2.588276E-02        1.530151E-03        
8.510359E+00        -3.913848E+00        3.493614E-01        -2.580753E-02        1.525299E-03        
8.502714E+00        -3.903292E+00        3.484205E-01        -2.573252E-02        1.520463E-03        
8.495076E+00        -3.892764E+00        3.474821E-01        -2.565773E-02        1.515642E-03        
8.487445E+00        -3.882265E+00        3.465463E-01        -2.558315E-02        1.510835E-03        
8.479821E+00        -3.871794E+00        3.456129E-01        -2.550879E-02        1.506044E-03        
8.472203E+00        -3.861351E+00        3.446821E-01        -2.543464E-02        1.501267E-03        
8.464592E+00        -3.850937E+00        3.437538E-01        -2.536071E-02        1.496506E-03        
8.456988E+00        -3.840550E+00        3.428279E-01        -2.528699E-02        1.491759E-03        
8.449391E+00        -3.830191E+00        3.419046E-01        -2.521348E-02        1.487026E-03        
8.441801E+00        -3.819861E+00        3.409838E-01        -2.514019E-02        1.482309E-03        
8.434218E+00        -3.809558E+00        3.400654E-01        -2.506711E-02        1.477606E-03        
8.426641E+00        -3.799283E+00        3.391495E-01        -2.499424E-02        1.472917E-03        
8.419071E+00        -3.789035E+00        3.382361E-01        -2.492158E-02        1.468243E-03        
8.411508E+00        -3.778816E+00        3.373251E-01        -2.484913E-02        1.463584E-03        
8.403952E+00        -3.768623E+00        3.364166E-01        -2.477689E-02        1.458939E-03        
8.396403E+00        -3.758458E+00        3.355105E-01        -2.470486E-02        1.454308E-03        
8.388860E+00        -3.748321E+00        3.346069E-01        -2.463303E-02        1.449692E-03        
8.381324E+00        -3.738211E+00        3.337057E-01        -2.456142E-02        1.445090E-03        
8.373795E+00        -3.728128E+00        3.328070E-01        -2.449001E-02        1.440503E-03        
8.366273E+00        -3.718072E+00        3.319106E-01        -2.441880E-02        1.435929E-03        
8.358757E+00        -3.708044E+00        3.310167E-01        -2.434781E-02        1.431370E-03        
8.351248E+00        -3.698042E+00        3.301252E-01        -2.427702E-02        1.426825E-03        
8.343746E+00        -3.688068E+00        3.292360E-01        -2.420643E-02        1.422294E-03        
8.336251E+00        -3.678120E+00        3.283493E-01        -2.413605E-02        1.417777E-03        
8.328763E+00        -3.668199E+00        3.274650E-01        -2.406587E-02        1.413274E-03        
8.321281E+00        -3.658305E+00        3.265830E-01        -2.399589E-02        1.408785E-03        
8.313806E+00        -3.648437E+00        3.257034E-01        -2.392612E-02        1.404310E-03        
8.306337E+00        -3.638596E+00        3.248262E-01        -2.385654E-02        1.399849E-03        
8.298875E+00        -3.628782E+00        3.239513E-01        -2.378717E-02        1.395401E-03        
8.291420E+00        -3.618994E+00        3.230788E-01        -2.371800E-02        1.390968E-03        
8.283972E+00        -3.609232E+00        3.222087E-01        -2.364903E-02        1.386548E-03        
8.276530E+00        -3.599497E+00        3.213409E-01        -2.358026E-02        1.382142E-03        
8.269095E+00        -3.589788E+00        3.204754E-01        -2.351168E-02        1.377750E-03        
8.261667E+00        -3.580105E+00        3.196123E-01        -2.344331E-02        1.373371E-03        
8.254246E+00        -3.570448E+00        3.187515E-01        -2.337513E-02        1.369006E-03        
8.246831E+00        -3.560817E+00        3.178930E-01        -2.330715E-02        1.364654E-03        
8.239422E+00        -3.551212E+00        3.170368E-01        -2.323937E-02        1.360316E-03        
8.232021E+00        -3.541633E+00        3.161829E-01        -2.317178E-02        1.355991E-03        
8.224626E+00        -3.532080E+00        3.153313E-01        -2.310439E-02        1.351680E-03        
8.217238E+00        -3.522553E+00        3.144820E-01        -2.303719E-02        1.347382E-03        
8.209856E+00        -3.513051E+00        3.136350E-01        -2.297019E-02        1.343098E-03        
8.202481E+00        -3.503575E+00        3.127903E-01        -2.290338E-02        1.338827E-03        
8.195112E+00        -3.494124E+00        3.119479E-01        -2.283677E-02        1.334569E-03        
8.187751E+00        -3.484699E+00        3.111077E-01        -2.277034E-02        1.330324E-03        
8.180395E+00        -3.475299E+00        3.102698E-01        -2.270411E-02        1.326092E-03        
8.173047E+00        -3.465925E+00        3.094341E-01        -2.263807E-02        1.321874E-03        
8.165705E+00        -3.456576E+00        3.086007E-01        -2.257222E-02        1.317669E-03        
8.158370E+00        -3.447252E+00        3.077695E-01        -2.250656E-02        1.313477E-03        
8.151041E+00        -3.437953E+00        3.069406E-01        -2.244109E-02        1.309297E-03        
8.143719E+00        -3.428679E+00        3.061139E-01        -2.237581E-02        1.305131E-03        
8.136403E+00        -3.419430E+00        3.052895E-01        -2.231072E-02        1.300978E-03        
8.129094E+00        -3.410206E+00        3.044672E-01        -2.224582E-02        1.296837E-03        
8.121791E+00        -3.401007E+00        3.036472E-01        -2.218111E-02        1.292710E-03        
8.114495E+00        -3.391833E+00        3.028294E-01        -2.211658E-02        1.288595E-03        
8.107206E+00        -3.382684E+00        3.020137E-01        -2.205224E-02        1.284493E-03        
8.099923E+00        -3.373559E+00        3.012003E-01        -2.198808E-02        1.280404E-03        
8.092647E+00        -3.364459E+00        3.003891E-01        -2.192411E-02        1.276328E-03        
8.085377E+00        -3.355383E+00        2.995800E-01        -2.186033E-02        1.272264E-03        
8.078114E+00        -3.346332E+00        2.987732E-01        -2.179673E-02        1.268213E-03        
8.070857E+00        -3.337305E+00        2.979685E-01        -2.173331E-02        1.264174E-03        
8.063607E+00        -3.328302E+00        2.971659E-01        -2.167008E-02        1.260148E-03        
