# Finite Temperature QED corrections for P_int. [P_int] = MeV^4
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           P_int (e^2)          P_int (e^3)          P_int (e^4)          P_int (e^5)          
7.593879E-03        -3.178002E-40        6.181489E-53        -9.777175E-15        -1.294840E-15        
7.587058E-03        -2.982016E-40        5.636116E-53        -9.742090E-15        -1.290194E-15        
7.580242E-03        -2.797963E-40        5.138441E-53        -9.707131E-15        -1.285564E-15        
7.573433E-03        -2.625128E-40        4.684328E-53        -9.672298E-15        -1.280951E-15        
7.566629E-03        -2.462835E-40        4.269999E-53        -9.637590E-15        -1.276354E-15        
7.559832E-03        -2.310449E-40        3.891999E-53        -9.603006E-15        -1.271774E-15        
7.553041E-03        -2.167374E-40        3.547170E-53        -9.568546E-15        -1.267210E-15        
7.546256E-03        -2.033047E-40        3.232629E-53        -9.534210E-15        -1.262663E-15        
7.539477E-03        -1.906941E-40        2.945737E-53        -9.499998E-15        -1.258132E-15        
7.532704E-03        -1.788560E-40        2.684087E-53        -9.465908E-15        -1.253617E-15        
7.525937E-03        -1.677436E-40        2.445476E-53        -9.431940E-15        -1.249119E-15        
7.519177E-03        -1.573129E-40        2.227894E-53        -9.398094E-15        -1.244637E-15        
7.512422E-03        -1.475228E-40        2.029504E-53        -9.364370E-15        -1.240170E-15        
7.505674E-03        -1.383343E-40        1.848628E-53        -9.330766E-15        -1.235720E-15        
7.498931E-03        -1.297110E-40        1.683734E-53        -9.297284E-15        -1.231286E-15        
7.492195E-03        -1.216186E-40        1.533421E-53        -9.263921E-15        -1.226867E-15        
7.485464E-03        -1.140247E-40        1.396412E-53        -9.230678E-15        -1.222465E-15        
7.478740E-03        -1.068992E-40        1.271539E-53        -9.197555E-15        -1.218078E-15        
7.472022E-03        -1.002133E-40        1.157737E-53        -9.164550E-15        -1.213707E-15        
7.465310E-03        -9.394047E-41        1.054033E-53        -9.131664E-15        -1.209352E-15        
7.458603E-03        -8.805539E-41        9.595388E-54        -9.098895E-15        -1.205012E-15        
7.451903E-03        -8.253443E-41        8.734434E-54        -9.066245E-15        -1.200688E-15        
7.445209E-03        -7.735534E-41        7.950070E-54        -9.033711E-15        -1.196380E-15        
7.438521E-03        -7.249723E-41        7.235542E-54        -9.001294E-15        -1.192086E-15        
7.431839E-03        -6.794044E-41        6.584685E-54        -8.968994E-15        -1.187809E-15        
7.425163E-03        -6.366654E-41        5.991876E-54        -8.936809E-15        -1.183546E-15        
7.418492E-03        -5.965817E-41        5.451982E-54        -8.904740E-15        -1.179299E-15        
7.411828E-03        -5.589906E-41        4.960321E-54        -8.872786E-15        -1.175067E-15        
7.405170E-03        -5.237390E-41        4.512621E-54        -8.840947E-15        -1.170851E-15        
7.398518E-03        -4.906831E-41        4.104986E-54        -8.809222E-15        -1.166649E-15        
7.391872E-03        -4.596878E-41        3.733861E-54        -8.777610E-15        -1.162463E-15        
7.385231E-03        -4.306265E-41        3.396005E-54        -8.746113E-15        -1.158291E-15        
7.378597E-03        -4.033798E-41        3.088460E-54        -8.714728E-15        -1.154135E-15        
7.371969E-03        -3.778360E-41        2.808532E-54        -8.683456E-15        -1.149993E-15        
7.365346E-03        -3.538899E-41        2.553760E-54        -8.652296E-15        -1.145867E-15        
7.358730E-03        -3.314428E-41        2.321905E-54        -8.621248E-15        -1.141755E-15        
7.352120E-03        -3.104022E-41        2.110923E-54        -8.590311E-15        -1.137658E-15        
7.345515E-03        -2.906809E-41        1.918950E-54        -8.559485E-15        -1.133575E-15        
7.338917E-03        -2.721973E-41        1.744288E-54        -8.528770E-15        -1.129508E-15        
7.332324E-03        -2.548748E-41        1.585391E-54        -8.498165E-15        -1.125455E-15        
7.325737E-03        -2.386411E-41        1.440847E-54        -8.467670E-15        -1.121416E-15        
7.319156E-03        -2.234289E-41        1.309370E-54        -8.437285E-15        -1.117392E-15        
7.312581E-03        -2.091746E-41        1.189790E-54        -8.407008E-15        -1.113382E-15        
7.306012E-03        -1.958186E-41        1.081040E-54        -8.376840E-15        -1.109387E-15        
7.299449E-03        -1.833050E-41        9.821462E-55        -8.346781E-15        -1.105406E-15        
7.292892E-03        -1.715815E-41        8.922238E-55        -8.316829E-15        -1.101439E-15        
7.286341E-03        -1.605986E-41        8.104656E-55        -8.286985E-15        -1.097487E-15        
7.279795E-03        -1.503102E-41        7.361367E-55        -8.257247E-15        -1.093549E-15        
7.273256E-03        -1.406730E-41        6.685677E-55        -8.227617E-15        -1.089624E-15        
7.266722E-03        -1.316461E-41        6.071492E-55        -8.198093E-15        -1.085714E-15        
7.260194E-03        -1.231916E-41        5.513260E-55        -8.168674E-15        -1.081818E-15        
7.253672E-03        -1.152734E-41        5.005927E-55        -8.139362E-15        -1.077936E-15        
7.247156E-03        -1.078580E-41        4.544891E-55        -8.110154E-15        -1.074068E-15        
7.240646E-03        -1.009140E-41        4.125963E-55        -8.081052E-15        -1.070214E-15        
7.234142E-03        -9.441157E-42        3.745330E-55        -8.052053E-15        -1.066374E-15        
7.227643E-03        -8.832312E-42        3.399520E-55        -8.023159E-15        -1.062547E-15        
7.221150E-03        -8.262258E-42        3.085376E-55        -7.994369E-15        -1.058734E-15        
7.214663E-03        -7.736532E-42        2.800021E-55        -7.965681E-15        -1.054935E-15        
7.208182E-03        -7.228914E-42        2.540839E-55        -7.937097E-15        -1.051149E-15        
7.201707E-03        -6.761186E-42        2.305451E-55        -7.908615E-15        -1.047378E-15        
7.195238E-03        -6.323359E-42        2.091689E-55        -7.880236E-15        -1.043619E-15        
7.188774E-03        -5.913545E-42        1.897585E-55        -7.851958E-15        -1.039874E-15        
7.182316E-03        -5.529973E-42        1.721344E-55        -7.823782E-15        -1.036143E-15        
7.175864E-03        -5.170984E-42        1.561338E-55        -7.795707E-15        -1.032424E-15        
7.169418E-03        -4.835021E-42        1.416083E-55        -7.767733E-15        -1.028720E-15        
7.162978E-03        -4.520626E-42        1.284230E-55        -7.739859E-15        -1.025028E-15        
7.156543E-03        -4.226431E-42        1.164554E-55        -7.712085E-15        -1.021350E-15        
7.150114E-03        -3.951153E-42        1.055939E-55        -7.684411E-15        -1.017685E-15        
7.143691E-03        -3.693592E-42        9.573709E-56        -7.656836E-15        -1.014033E-15        
7.137274E-03        -3.452621E-42        8.679289E-56        -7.629360E-15        -1.010394E-15        
7.130862E-03        -3.227184E-42        7.867747E-56        -7.601982E-15        -1.006769E-15        
7.124457E-03        -3.016292E-42        7.131469E-56        -7.574703E-15        -1.003156E-15        
7.118057E-03        -2.819019E-42        6.463531E-56        -7.547522E-15        -9.995561E-16        
7.111662E-03        -2.634495E-42        5.857643E-56        -7.520438E-15        -9.959693E-16        
7.105274E-03        -2.461906E-42        5.308089E-56        -7.493452E-15        -9.923953E-16        
7.098891E-03        -2.300491E-42        4.809675E-56        -7.466562E-15        -9.888342E-16        
7.092514E-03        -2.149533E-42        4.357680E-56        -7.439769E-15        -9.852858E-16        
7.086143E-03        -2.008365E-42        3.947817E-56        -7.413072E-15        -9.817502E-16        
7.079777E-03        -1.876358E-42        3.576192E-56        -7.386471E-15        -9.782273E-16        
7.073417E-03        -1.752926E-42        3.239266E-56        -7.359965E-15        -9.747170E-16        
7.067063E-03        -1.637518E-42        2.933826E-56        -7.333554E-15        -9.712193E-16        
7.060715E-03        -1.529619E-42        2.656955E-56        -7.307238E-15        -9.677341E-16        
7.054372E-03        -1.428746E-42        2.406002E-56        -7.281017E-15        -9.642615E-16        
7.048035E-03        -1.334447E-42        2.178560E-56        -7.254889E-15        -9.608013E-16        
7.041703E-03        -1.246299E-42        1.972446E-56        -7.228856E-15        -9.573535E-16        
7.035378E-03        -1.163905E-42        1.785675E-56        -7.202916E-15        -9.539181E-16        
7.029058E-03        -1.086895E-42        1.616447E-56        -7.177068E-15        -9.504951E-16        
7.022743E-03        -1.014920E-42        1.463128E-56        -7.151314E-15        -9.470843E-16        
7.016435E-03        -9.476566E-43        1.324235E-56        -7.125652E-15        -9.436858E-16        
7.010132E-03        -8.847985E-43        1.198420E-56        -7.100082E-15        -9.402994E-16        
7.003835E-03        -8.260612E-43        1.084464E-56        -7.074604E-15        -9.369252E-16        
6.997543E-03        -7.711777E-43        9.812570E-57        -7.049217E-15        -9.335631E-16        
6.991257E-03        -7.198982E-43        8.877934E-57        -7.023922E-15        -9.302131E-16        
6.984977E-03        -6.719888E-43        8.031611E-57        -6.998717E-15        -9.268751E-16        
6.978702E-03        -6.272308E-43        7.265322E-57        -6.973603E-15        -9.235491E-16        
6.972433E-03        -5.854193E-43        6.571562E-57        -6.948578E-15        -9.202350E-16        
6.966169E-03        -5.463626E-43        5.943521E-57        -6.923644E-15        -9.169328E-16        
6.959911E-03        -5.098814E-43        5.375024E-57        -6.898799E-15        -9.136425E-16        
6.953659E-03        -4.758079E-43        4.860471E-57        -6.874043E-15        -9.103639E-16        
6.947413E-03        -4.439850E-43        4.394785E-57        -6.849376E-15        -9.070972E-16        
6.941172E-03        -4.142659E-43        3.973364E-57        -6.824798E-15        -9.038421E-16        
6.934936E-03        -3.865132E-43        3.592032E-57        -6.800307E-15        -9.005987E-16        
6.928707E-03        -3.605981E-43        3.247008E-57        -6.775905E-15        -8.973670E-16        
6.922482E-03        -3.364007E-43        2.934862E-57        -6.751590E-15        -8.941469E-16        
6.916264E-03        -3.138082E-43        2.652487E-57        -6.727363E-15        -8.909383E-16        
6.910051E-03        -2.927156E-43        2.397066E-57        -6.703222E-15        -8.877412E-16        
6.903843E-03        -2.730244E-43        2.166046E-57        -6.679168E-15        -8.845556E-16        
6.897642E-03        -2.546426E-43        1.957116E-57        -6.655200E-15        -8.813815E-16        
6.891445E-03        -2.374842E-43        1.768180E-57        -6.631319E-15        -8.782187E-16        
6.885255E-03        -2.214687E-43        1.597340E-57        -6.607523E-15        -8.750673E-16        
6.879070E-03        -2.065209E-43        1.442876E-57        -6.583812E-15        -8.719272E-16        
6.872890E-03        -1.925704E-43        1.303233E-57        -6.560187E-15        -8.687983E-16        
6.866716E-03        -1.795515E-43        1.176998E-57        -6.536646E-15        -8.656807E-16        
6.860547E-03        -1.674027E-43        1.062894E-57        -6.513190E-15        -8.625743E-16        
6.854385E-03        -1.560665E-43        9.597661E-58        -6.489817E-15        -8.594790E-16        
6.848227E-03        -1.454892E-43        8.665658E-58        -6.466529E-15        -8.563948E-16        
6.842075E-03        -1.356206E-43        7.823452E-58        -6.443325E-15        -8.533217E-16        
6.835929E-03        -1.264138E-43        7.062460E-58        -6.420203E-15        -8.502596E-16        
6.829788E-03        -1.178249E-43        6.374913E-58        -6.397165E-15        -8.472085E-16        
6.823653E-03        -1.098129E-43        5.753779E-58        -6.374209E-15        -8.441684E-16        
6.817523E-03        -1.023395E-43        5.192694E-58        -6.351336E-15        -8.411392E-16        
6.811399E-03        -9.536894E-44        4.685898E-58        -6.328544E-15        -8.381208E-16        
6.805280E-03        -8.886779E-44        4.228180E-58        -6.305835E-15        -8.351133E-16        
6.799167E-03        -8.280479E-44        3.814825E-58        -6.283207E-15        -8.321165E-16        
6.793059E-03        -7.715075E-44        3.441567E-58        -6.260660E-15        -8.291305E-16        
6.786956E-03        -7.187841E-44        3.104547E-58        -6.238194E-15        -8.261553E-16        
6.780860E-03        -6.696230E-44        2.800275E-58        -6.215809E-15        -8.231907E-16        
6.774768E-03        -6.237863E-44        2.525594E-58        -6.193504E-15        -8.202367E-16        
6.768682E-03        -5.810518E-44        2.277648E-58        -6.171279E-15        -8.172933E-16        
6.762602E-03        -5.412120E-44        2.053856E-58        -6.149134E-15        -8.143605E-16        
6.756527E-03        -5.040730E-44        1.851884E-58        -6.127068E-15        -8.114383E-16        
6.750458E-03        -4.694539E-44        1.669620E-58        -6.105082E-15        -8.085265E-16        
6.744393E-03        -4.371857E-44        1.505157E-58        -6.083174E-15        -8.056252E-16        
6.738335E-03        -4.071105E-44        1.356769E-58        -6.061345E-15        -8.027342E-16        
6.732282E-03        -3.790811E-44        1.222898E-58        -6.039594E-15        -7.998537E-16        
6.726234E-03        -3.529598E-44        1.102135E-58        -6.017922E-15        -7.969835E-16        
6.720192E-03        -3.286183E-44        9.932054E-59        -5.996327E-15        -7.941235E-16        
6.714155E-03        -3.059367E-44        8.949598E-59        -5.974809E-15        -7.912739E-16        
6.708123E-03        -2.848031E-44        8.063581E-59        -5.953369E-15        -7.884345E-16        
6.702097E-03        -2.651131E-44        7.264610E-59        -5.932006E-15        -7.856052E-16        
6.696077E-03        -2.467691E-44        6.544200E-59        -5.910719E-15        -7.827861E-16        
6.690062E-03        -2.296803E-44        5.894686E-59        -5.889509E-15        -7.799772E-16        
6.684052E-03        -2.137617E-44        5.309145E-59        -5.868375E-15        -7.771783E-16        
6.678047E-03        -1.989341E-44        4.781325E-59        -5.847317E-15        -7.743894E-16        
6.672048E-03        -1.851235E-44        4.305581E-59        -5.826334E-15        -7.716106E-16        
6.666055E-03        -1.722611E-44        3.876814E-59        -5.805427E-15        -7.688417E-16        
6.660067E-03        -1.602825E-44        3.490421E-59        -5.784595E-15        -7.660828E-16        
6.654084E-03        -1.491275E-44        3.142247E-59        -5.763837E-15        -7.633338E-16        
6.648106E-03        -1.387403E-44        2.828540E-59        -5.743154E-15        -7.605946E-16        
6.642134E-03        -1.290686E-44        2.545916E-59        -5.722545E-15        -7.578653E-16        
6.636167E-03        -1.200636E-44        2.291317E-59        -5.702010E-15        -7.551457E-16        
6.630206E-03        -1.116800E-44        2.061987E-59        -5.681549E-15        -7.524359E-16        
6.624250E-03        -1.038753E-44        1.855437E-59        -5.661161E-15        -7.497359E-16        
6.618299E-03        -9.661000E-45        1.669420E-59        -5.640846E-15        -7.470455E-16        
6.612354E-03        -8.984726E-45        1.501913E-59        -5.620605E-15        -7.443648E-16        
6.606414E-03        -8.355270E-45        1.351086E-59        -5.600436E-15        -7.416937E-16        
6.600479E-03        -7.769427E-45        1.215292E-59        -5.580339E-15        -7.390322E-16        
6.594550E-03        -7.224209E-45        1.093044E-59        -5.560314E-15        -7.363802E-16        
6.588626E-03        -6.716832E-45        9.830004E-60        -5.540361E-15        -7.337378E-16        
6.582708E-03        -6.244698E-45        8.839527E-60        -5.520480E-15        -7.311048E-16        
6.576794E-03        -5.805387E-45        7.948104E-60        -5.500670E-15        -7.284813E-16        
6.570886E-03        -5.396643E-45        7.145905E-60        -5.480932E-15        -7.258672E-16        
6.564983E-03        -5.016362E-45        6.424066E-60        -5.461264E-15        -7.232625E-16        
6.559086E-03        -4.662585E-45        5.774598E-60        -5.441666E-15        -7.206671E-16        
6.553194E-03        -4.333486E-45        5.190302E-60        -5.422139E-15        -7.180811E-16        
6.547307E-03        -4.027361E-45        4.664686E-60        -5.402682E-15        -7.155043E-16        
6.541425E-03        -3.742626E-45        4.191902E-60        -5.383295E-15        -7.129367E-16        
6.535549E-03        -3.477802E-45        3.766681E-60        -5.363978E-15        -7.103784E-16        
6.529678E-03        -3.231513E-45        3.384273E-60        -5.344730E-15        -7.078293E-16        
6.523812E-03        -3.002476E-45        3.040400E-60        -5.325550E-15        -7.052893E-16        
6.517952E-03        -2.789495E-45        2.731209E-60        -5.306440E-15        -7.027584E-16        
6.512097E-03        -2.591458E-45        2.453228E-60        -5.287398E-15        -7.002366E-16        
6.506247E-03        -2.407328E-45        2.203330E-60        -5.268425E-15        -6.977239E-16        
6.500402E-03        -2.236139E-45        1.978700E-60        -5.249520E-15        -6.952201E-16        
6.494563E-03        -2.076992E-45        1.776801E-60        -5.230682E-15        -6.927254E-16        
6.488729E-03        -1.929049E-45        1.595352E-60        -5.211912E-15        -6.902396E-16        
6.482900E-03        -1.791529E-45        1.432296E-60        -5.193210E-15        -6.877627E-16        
6.477076E-03        -1.663708E-45        1.285782E-60        -5.174574E-15        -6.852947E-16        
6.471258E-03        -1.544907E-45        1.154146E-60        -5.156006E-15        -6.828356E-16        
6.465444E-03        -1.434499E-45        1.035887E-60        -5.137504E-15        -6.803853E-16        
6.459636E-03        -1.331895E-45        9.296562E-61        -5.119068E-15        -6.779438E-16        
6.453834E-03        -1.236552E-45        8.342397E-61        -5.100699E-15        -6.755110E-16        
6.448036E-03        -1.147960E-45        7.485447E-61        -5.082395E-15        -6.730870E-16        
6.442244E-03        -1.065647E-45        6.715879E-61        -5.064157E-15        -6.706717E-16        
6.436456E-03        -9.891733E-46        6.024851E-61        -5.045985E-15        -6.682650E-16        
6.430674E-03        -9.181284E-46        5.404407E-61        -5.027878E-15        -6.658670E-16        
6.424898E-03        -8.521313E-46        4.847389E-61        -5.009836E-15        -6.634776E-16        
6.419126E-03        -7.908275E-46        4.347363E-61        -4.991858E-15        -6.610968E-16        
6.413360E-03        -7.338868E-46        3.898541E-61        -4.973945E-15        -6.587245E-16        
6.407598E-03        -6.810021E-46        3.495718E-61        -4.956097E-15        -6.563607E-16        
6.401842E-03        -6.318877E-46        3.134214E-61        -4.938312E-15        -6.540054E-16        
6.396092E-03        -5.862776E-46        2.809823E-61        -4.920591E-15        -6.516585E-16        
6.390346E-03        -5.439245E-46        2.518763E-61        -4.902934E-15        -6.493201E-16        
6.384605E-03        -5.045985E-46        2.257634E-61        -4.885340E-15        -6.469901E-16        
6.378870E-03        -4.680856E-46        2.023381E-61        -4.867810E-15        -6.446684E-16        
6.373140E-03        -4.341866E-46        1.813258E-61        -4.850342E-15        -6.423551E-16        
6.367415E-03        -4.027165E-46        1.624799E-61        -4.832937E-15        -6.400500E-16        
6.361695E-03        -3.735032E-46        1.455785E-61        -4.815594E-15        -6.377532E-16        
6.355980E-03        -3.463866E-46        1.304225E-61        -4.798314E-15        -6.354647E-16        
6.350270E-03        -3.212178E-46        1.168330E-61        -4.781096E-15        -6.331844E-16        
6.344566E-03        -2.978584E-46        1.046493E-61        -4.763939E-15        -6.309123E-16        
6.338866E-03        -2.761798E-46        9.372699E-62        -4.746844E-15        -6.286483E-16        
6.333172E-03        -2.560623E-46        8.393646E-62        -4.729810E-15        -6.263924E-16        
6.327483E-03        -2.373947E-46        7.516128E-62        -4.712838E-15        -6.241447E-16        
6.321799E-03        -2.200737E-46        6.729692E-62        -4.695926E-15        -6.219050E-16        
6.316120E-03        -2.040032E-46        6.024954E-62        -4.679075E-15        -6.196733E-16        
6.310446E-03        -1.890939E-46        5.393488E-62        -4.662284E-15        -6.174497E-16        
6.304777E-03        -1.752627E-46        4.827731E-62        -4.645554E-15        -6.152340E-16        
6.299113E-03        -1.624325E-46        4.320896E-62        -4.628884E-15        -6.130263E-16        
6.293455E-03        -1.505317E-46        3.866891E-62        -4.612274E-15        -6.108265E-16        
6.287801E-03        -1.394937E-46        3.460248E-62        -4.595723E-15        -6.086346E-16        
6.282153E-03        -1.292566E-46        3.096064E-62        -4.579231E-15        -6.064505E-16        
6.276509E-03        -1.197629E-46        2.769936E-62        -4.562799E-15        -6.042743E-16        
6.270871E-03        -1.109593E-46        2.477917E-62        -4.546426E-15        -6.021059E-16        
6.265238E-03        -1.027959E-46        2.216465E-62        -4.530111E-15        -5.999453E-16        
6.259610E-03        -9.522694E-47        1.982403E-62        -4.513855E-15        -5.977925E-16        
6.253987E-03        -8.820944E-47        1.772884E-62        -4.497658E-15        -5.956473E-16        
6.248369E-03        -8.170368E-47        1.585352E-62        -4.481518E-15        -5.935099E-16        
6.242756E-03        -7.567274E-47        1.417516E-62        -4.465437E-15        -5.913801E-16        
6.237148E-03        -7.008235E-47        1.267323E-62        -4.449413E-15        -5.892580E-16        
6.231545E-03        -6.490065E-47        1.132931E-62        -4.433446E-15        -5.871435E-16        
6.225947E-03        -6.009810E-47        1.012689E-62        -4.417537E-15        -5.850366E-16        
6.220354E-03        -5.564724E-47        9.051199E-63        -4.401685E-15        -5.829372E-16        
6.214766E-03        -5.152259E-47        8.088961E-63        -4.385890E-15        -5.808454E-16        
6.209183E-03        -4.770049E-47        7.228299E-63        -4.370152E-15        -5.787611E-16        
6.203605E-03        -4.415900E-47        6.458567E-63        -4.354470E-15        -5.766842E-16        
6.198033E-03        -4.087772E-47        5.770227E-63        -4.338844E-15        -5.746148E-16        
6.192465E-03        -3.783774E-47        5.154734E-63        -4.323275E-15        -5.725529E-16        
6.186902E-03        -3.502151E-47        4.604434E-63        -4.307761E-15        -5.704983E-16        
6.181344E-03        -3.241272E-47        4.112470E-63        -4.292303E-15        -5.684511E-16        
6.175791E-03        -2.999626E-47        3.672703E-63        -4.276900E-15        -5.664113E-16        
6.170244E-03        -2.775810E-47        3.279633E-63        -4.261553E-15        -5.643788E-16        
6.164701E-03        -2.568522E-47        2.928338E-63        -4.246260E-15        -5.623535E-16        
6.159163E-03        -2.376554E-47        2.614409E-63        -4.231023E-15        -5.603356E-16        
6.153630E-03        -2.198787E-47        2.333900E-63        -4.215840E-15        -5.583248E-16        
6.148102E-03        -2.034180E-47        2.083278E-63        -4.200712E-15        -5.563213E-16        
6.142579E-03        -1.881770E-47        1.859382E-63        -4.185638E-15        -5.543250E-16        
6.137061E-03        -1.740662E-47        1.659381E-63        -4.170618E-15        -5.523359E-16        
6.131548E-03        -1.610027E-47        1.480744E-63        -4.155652E-15        -5.503538E-16        
6.126040E-03        -1.489096E-47        1.321204E-63        -4.140740E-15        -5.483789E-16        
6.120537E-03        -1.377155E-47        1.178734E-63        -4.125881E-15        -5.464111E-16        
6.115039E-03        -1.273543E-47        1.051521E-63        -4.111076E-15        -5.444504E-16        
6.109546E-03        -1.177648E-47        9.379421E-64        -4.096324E-15        -5.424966E-16        
6.104057E-03        -1.088899E-47        8.365467E-64        -4.081624E-15        -5.405499E-16        
6.098574E-03        -1.006771E-47        7.460369E-64        -4.066978E-15        -5.386102E-16        
6.093095E-03        -9.307737E-48        6.652522E-64        -4.052384E-15        -5.366775E-16        
6.087622E-03        -8.604552E-48        5.931551E-64        -4.037842E-15        -5.347516E-16        
6.082153E-03        -7.953951E-48        5.288177E-64        -4.023353E-15        -5.328327E-16        
6.076690E-03        -7.352045E-48        4.714109E-64        -4.008915E-15        -5.309207E-16        
6.071231E-03        -6.795225E-48        4.201931E-64        -3.994529E-15        -5.290155E-16        
6.065777E-03        -6.280150E-48        3.745019E-64        -3.980195E-15        -5.271172E-16        
6.060328E-03        -5.803723E-48        3.337450E-64        -3.965913E-15        -5.252257E-16        
6.054884E-03        -5.363073E-48        2.973933E-64        -3.951681E-15        -5.233409E-16        
6.049445E-03        -4.955542E-48        2.649739E-64        -3.937501E-15        -5.214630E-16        
6.044010E-03        -4.578667E-48        2.360645E-64        -3.923372E-15        -5.195917E-16        
6.038581E-03        -4.230164E-48        2.102876E-64        -3.909293E-15        -5.177272E-16        
6.033156E-03        -3.907920E-48        1.873063E-64        -3.895265E-15        -5.158694E-16        
6.027737E-03        -3.609978E-48        1.668193E-64        -3.881287E-15        -5.140182E-16        
6.022322E-03        -3.334522E-48        1.485579E-64        -3.867359E-15        -5.121737E-16        
6.016912E-03        -3.079873E-48        1.322819E-64        -3.853481E-15        -5.103358E-16        
6.011507E-03        -2.844476E-48        1.177771E-64        -3.839653E-15        -5.085045E-16        
6.006107E-03        -2.626891E-48        1.048519E-64        -3.825875E-15        -5.066798E-16        
6.000711E-03        -2.425783E-48        9.333548E-65        -3.812146E-15        -5.048616E-16        
5.995321E-03        -2.239917E-48        8.307543E-65        -3.798467E-15        -5.030499E-16        
5.989935E-03        -2.068149E-48        7.393560E-65        -3.784836E-15        -5.012448E-16        
5.984554E-03        -1.909423E-48        6.579453E-65        -3.771255E-15        -4.994461E-16        
5.979178E-03        -1.762756E-48        5.854381E-65        -3.757722E-15        -4.976539E-16        
5.973807E-03        -1.627243E-48        5.208675E-65        -3.744237E-15        -4.958681E-16        
5.968441E-03        -1.502044E-48        4.633707E-65        -3.730801E-15        -4.940887E-16        
5.963079E-03        -1.386382E-48        4.121780E-65        -3.717414E-15        -4.923157E-16        
5.957722E-03        -1.279538E-48        3.666029E-65        -3.704074E-15        -4.905491E-16        
5.952370E-03        -1.180846E-48        3.260333E-65        -3.690782E-15        -4.887888E-16        
5.947023E-03        -1.089690E-48        2.899231E-65        -3.677538E-15        -4.870348E-16        
5.941681E-03        -1.005502E-48        2.577855E-65        -3.664342E-15        -4.852871E-16        
5.936344E-03        -9.277532E-49        2.291865E-65        -3.651192E-15        -4.835457E-16        
5.931011E-03        -8.559569E-49        2.037390E-65        -3.638090E-15        -4.818105E-16        
5.925683E-03        -7.896617E-49        1.810981E-65        -3.625035E-15        -4.800816E-16        
5.920360E-03        -7.284505E-49        1.609565E-65        -3.612027E-15        -4.783588E-16        
5.915041E-03        -6.719373E-49        1.430400E-65        -3.599066E-15        -4.766423E-16        
5.909728E-03        -6.197651E-49        1.271045E-65        -3.586151E-15        -4.749319E-16        
5.904419E-03        -5.716039E-49        1.129326E-65        -3.573282E-15        -4.732276E-16        
5.899115E-03        -5.271484E-49        1.003302E-65        -3.560460E-15        -4.715295E-16        
5.893816E-03        -4.861164E-49        8.912487E-66        -3.547683E-15        -4.698374E-16        
5.888521E-03        -4.482467E-49        7.916265E-66        -3.534953E-15        -4.681515E-16        
5.883231E-03        -4.132983E-49        7.030660E-66        -3.522268E-15        -4.664715E-16        
5.877946E-03        -3.810479E-49        6.243473E-66        -3.509628E-15        -4.647976E-16        
5.872666E-03        -3.512895E-49        5.543839E-66        -3.497034E-15        -4.631297E-16        
5.867391E-03        -3.238323E-49        4.922086E-66        -3.484485E-15        -4.614678E-16        
5.862120E-03        -2.985002E-49        4.369603E-66        -3.471982E-15        -4.598119E-16        
5.856854E-03        -2.751303E-49        3.878724E-66        -3.459523E-15        -4.581619E-16        
5.851593E-03        -2.535722E-49        3.442627E-66        -3.447108E-15        -4.565178E-16        
5.846336E-03        -2.336869E-49        3.055238E-66        -3.434739E-15        -4.548796E-16        
5.841084E-03        -2.153457E-49        2.711154E-66        -3.422413E-15        -4.532473E-16        
5.835837E-03        -1.984301E-49        2.405566E-66        -3.410132E-15        -4.516209E-16        
5.830595E-03        -1.828303E-49        2.134196E-66        -3.397895E-15        -4.500003E-16        
5.825357E-03        -1.684450E-49        1.893238E-66        -3.385702E-15        -4.483855E-16        
5.820124E-03        -1.551805E-49        1.679306E-66        -3.373553E-15        -4.467765E-16        
5.814896E-03        -1.429504E-49        1.489390E-66        -3.361447E-15        -4.451733E-16        
5.809672E-03        -1.316748E-49        1.320812E-66        -3.349385E-15        -4.435758E-16        
5.804453E-03        -1.212801E-49        1.171189E-66        -3.337366E-15        -4.419841E-16        
5.799239E-03        -1.116979E-49        1.038405E-66        -3.325390E-15        -4.403980E-16        
5.794029E-03        -1.028655E-49        9.205773E-67        -3.313457E-15        -4.388177E-16        
5.788824E-03        -9.472481E-50        8.160322E-67        -3.301567E-15        -4.372430E-16        
5.783624E-03        -8.722213E-50        7.232825E-67        -3.289720E-15        -4.356740E-16        
5.778429E-03        -8.030796E-50        6.410060E-67        -3.277915E-15        -4.341106E-16        
5.773238E-03        -7.393660E-50        5.680279E-67        -3.266152E-15        -4.325529E-16        
5.768052E-03        -6.806586E-50        5.033044E-67        -3.254432E-15        -4.310007E-16        
5.762870E-03        -6.265679E-50        4.459079E-67        -3.242753E-15        -4.294541E-16        
5.757693E-03        -5.767343E-50        3.950145E-67        -3.231117E-15        -4.279130E-16        
5.752521E-03        -5.308262E-50        3.498921E-67        -3.219522E-15        -4.263775E-16        
5.747353E-03        -4.885373E-50        3.098907E-67        -3.207969E-15        -4.248474E-16        
5.742190E-03        -4.495851E-50        2.744329E-67        -3.196458E-15        -4.233229E-16        
5.737032E-03        -4.137089E-50        2.430060E-67        -3.184988E-15        -4.218038E-16        
5.731878E-03        -3.806682E-50        2.151547E-67        -3.173559E-15        -4.202902E-16        
