# Finite Temperature QED corrections for P_int. [P_int] = MeV^4
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           P_int (e^2)          P_int (e^3)          P_int (e^4)          P_int (e^5)          
1.000000E+20        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        
4.000400E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        
4.000000E+01        -4.074294E+03        3.628888E+02        -3.503654E+01        1.453468E+00        
3.996407E+01        -4.059671E+03        3.615866E+02        -3.490515E+01        1.447749E+00        
3.992817E+01        -4.045101E+03        3.602891E+02        -3.477425E+01        1.442052E+00        
3.989230E+01        -4.030584E+03        3.589962E+02        -3.464384E+01        1.436378E+00        
3.985646E+01        -4.016118E+03        3.577079E+02        -3.451392E+01        1.430726E+00        
3.982066E+01        -4.001704E+03        3.564243E+02        -3.438448E+01        1.425095E+00        
3.978489E+01        -3.987342E+03        3.551452E+02        -3.425553E+01        1.419487E+00        
3.974915E+01        -3.973032E+03        3.538708E+02        -3.412707E+01        1.413901E+00        
3.971344E+01        -3.958773E+03        3.526009E+02        -3.399908E+01        1.408336E+00        
3.967777E+01        -3.944565E+03        3.513356E+02        -3.387157E+01        1.402793E+00        
3.964212E+01        -3.930408E+03        3.500749E+02        -3.374454E+01        1.397272E+00        
3.960651E+01        -3.916302E+03        3.488186E+02        -3.361799E+01        1.391772E+00        
3.957093E+01        -3.902247E+03        3.475669E+02        -3.349191E+01        1.386294E+00        
3.953539E+01        -3.888242E+03        3.463197E+02        -3.336630E+01        1.380838E+00        
3.949987E+01        -3.874287E+03        3.450769E+02        -3.324116E+01        1.375402E+00        
3.946439E+01        -3.860382E+03        3.438386E+02        -3.311649E+01        1.369988E+00        
3.942894E+01        -3.846528E+03        3.426047E+02        -3.299229E+01        1.364595E+00        
3.939352E+01        -3.832722E+03        3.413753E+02        -3.286855E+01        1.359223E+00        
3.935813E+01        -3.818967E+03        3.401503E+02        -3.274528E+01        1.353872E+00        
3.932277E+01        -3.805261E+03        3.389296E+02        -3.262246E+01        1.348542E+00        
3.928745E+01        -3.791604E+03        3.377134E+02        -3.250011E+01        1.343232E+00        
3.925215E+01        -3.777996E+03        3.365015E+02        -3.237821E+01        1.337944E+00        
3.921689E+01        -3.764437E+03        3.352940E+02        -3.225677E+01        1.332676E+00        
3.918166E+01        -3.750926E+03        3.340908E+02        -3.213579E+01        1.327429E+00        
3.914647E+01        -3.737464E+03        3.328919E+02        -3.201525E+01        1.322202E+00        
3.911130E+01        -3.724051E+03        3.316973E+02        -3.189517E+01        1.316995E+00        
3.907617E+01        -3.710685E+03        3.305070E+02        -3.177554E+01        1.311809E+00        
3.904106E+01        -3.697368E+03        3.293210E+02        -3.165636E+01        1.306644E+00        
3.900599E+01        -3.684098E+03        3.281392E+02        -3.153762E+01        1.301498E+00        
3.897095E+01        -3.670876E+03        3.269617E+02        -3.141933E+01        1.296372E+00        
3.893595E+01        -3.657701E+03        3.257884E+02        -3.130148E+01        1.291267E+00        
3.890097E+01        -3.644574E+03        3.246193E+02        -3.118407E+01        1.286181E+00        
3.886602E+01        -3.631493E+03        3.234544E+02        -3.106710E+01        1.281116E+00        
3.883111E+01        -3.618460E+03        3.222937E+02        -3.095057E+01        1.276070E+00        
3.879623E+01        -3.605473E+03        3.211372E+02        -3.083448E+01        1.271044E+00        
3.876138E+01        -3.592534E+03        3.199848E+02        -3.071881E+01        1.266037E+00        
3.872656E+01        -3.579640E+03        3.188365E+02        -3.060359E+01        1.261050E+00        
3.869177E+01        -3.566793E+03        3.176923E+02        -3.048879E+01        1.256083E+00        
3.865701E+01        -3.553992E+03        3.165523E+02        -3.037443E+01        1.251135E+00        
3.862228E+01        -3.541236E+03        3.154164E+02        -3.026049E+01        1.246206E+00        
3.858759E+01        -3.528527E+03        3.142845E+02        -3.014698E+01        1.241296E+00        
3.855292E+01        -3.515863E+03        3.131567E+02        -3.003389E+01        1.236406E+00        
3.851829E+01        -3.503245E+03        3.120329E+02        -2.992123E+01        1.231535E+00        
3.848369E+01        -3.490672E+03        3.109132E+02        -2.980898E+01        1.226683E+00        
3.844912E+01        -3.478144E+03        3.097975E+02        -2.969716E+01        1.221850E+00        
3.841458E+01        -3.465661E+03        3.086858E+02        -2.958576E+01        1.217035E+00        
3.838007E+01        -3.453222E+03        3.075781E+02        -2.947478E+01        1.212240E+00        
3.834559E+01        -3.440829E+03        3.064743E+02        -2.936421E+01        1.207463E+00        
3.831115E+01        -3.428480E+03        3.053745E+02        -2.925405E+01        1.202705E+00        
3.827673E+01        -3.416175E+03        3.042787E+02        -2.914431E+01        1.197966E+00        
3.824235E+01        -3.403914E+03        3.031868E+02        -2.903497E+01        1.193245E+00        
3.820799E+01        -3.391698E+03        3.020988E+02        -2.892605E+01        1.188543E+00        
3.817367E+01        -3.379525E+03        3.010147E+02        -2.881754E+01        1.183858E+00        
3.813938E+01        -3.367396E+03        2.999345E+02        -2.870943E+01        1.179193E+00        
3.810512E+01        -3.355310E+03        2.988582E+02        -2.860172E+01        1.174545E+00        
3.807089E+01        -3.343268E+03        2.977858E+02        -2.849442E+01        1.169916E+00        
3.803669E+01        -3.331269E+03        2.967172E+02        -2.838752E+01        1.165305E+00        
3.800252E+01        -3.319313E+03        2.956524E+02        -2.828102E+01        1.160711E+00        
3.796838E+01        -3.307400E+03        2.945914E+02        -2.817492E+01        1.156136E+00        
3.793427E+01        -3.295530E+03        2.935343E+02        -2.806922E+01        1.151579E+00        
3.790020E+01        -3.283702E+03        2.924810E+02        -2.796392E+01        1.147039E+00        
3.786615E+01        -3.271917E+03        2.914314E+02        -2.785900E+01        1.142517E+00        
3.783213E+01        -3.260174E+03        2.903856E+02        -2.775448E+01        1.138013E+00        
3.779815E+01        -3.248473E+03        2.893435E+02        -2.765035E+01        1.133527E+00        
3.776419E+01        -3.236814E+03        2.883052E+02        -2.754662E+01        1.129058E+00        
3.773027E+01        -3.225197E+03        2.872706E+02        -2.744327E+01        1.124606E+00        
3.769638E+01        -3.213622E+03        2.862398E+02        -2.734030E+01        1.120172E+00        
3.766251E+01        -3.202088E+03        2.852126E+02        -2.723772E+01        1.115756E+00        
3.762868E+01        -3.190596E+03        2.841891E+02        -2.713553E+01        1.111356E+00        
3.759488E+01        -3.179145E+03        2.831693E+02        -2.703372E+01        1.106974E+00        
3.756111E+01        -3.167735E+03        2.821532E+02        -2.693229E+01        1.102609E+00        
3.752736E+01        -3.156366E+03        2.811406E+02        -2.683124E+01        1.098261E+00        
3.749365E+01        -3.145038E+03        2.801318E+02        -2.673057E+01        1.093930E+00        
3.745997E+01        -3.133750E+03        2.791265E+02        -2.663028E+01        1.089616E+00        
3.742632E+01        -3.122503E+03        2.781249E+02        -2.653036E+01        1.085318E+00        
3.739270E+01        -3.111296E+03        2.771268E+02        -2.643081E+01        1.081038E+00        
3.735911E+01        -3.100130E+03        2.761324E+02        -2.633164E+01        1.076774E+00        
3.732555E+01        -3.089003E+03        2.751415E+02        -2.623284E+01        1.072527E+00        
3.729202E+01        -3.077917E+03        2.741541E+02        -2.613441E+01        1.068297E+00        
3.725852E+01        -3.066870E+03        2.731703E+02        -2.603635E+01        1.064083E+00        
3.722505E+01        -3.055863E+03        2.721900E+02        -2.593865E+01        1.059886E+00        
3.719161E+01        -3.044896E+03        2.712133E+02        -2.584133E+01        1.055705E+00        
3.715820E+01        -3.033967E+03        2.702400E+02        -2.574436E+01        1.051540E+00        
3.712482E+01        -3.023078E+03        2.692703E+02        -2.564776E+01        1.047392E+00        
3.709147E+01        -3.012228E+03        2.683040E+02        -2.555152E+01        1.043260E+00        
3.705815E+01        -3.001417E+03        2.673412E+02        -2.545564E+01        1.039144E+00        
3.702486E+01        -2.990645E+03        2.663818E+02        -2.536012E+01        1.035044E+00        
3.699160E+01        -2.979912E+03        2.654259E+02        -2.526496E+01        1.030961E+00        
3.695837E+01        -2.969217E+03        2.644734E+02        -2.517015E+01        1.026893E+00        
3.692517E+01        -2.958560E+03        2.635244E+02        -2.507570E+01        1.022841E+00        
3.689200E+01        -2.947942E+03        2.625787E+02        -2.498161E+01        1.018805E+00        
3.685886E+01        -2.937362E+03        2.616365E+02        -2.488786E+01        1.014785E+00        
3.682575E+01        -2.926819E+03        2.606976E+02        -2.479447E+01        1.010781E+00        
3.679267E+01        -2.916315E+03        2.597621E+02        -2.470143E+01        1.006792E+00        
3.675961E+01        -2.905848E+03        2.588299E+02        -2.460873E+01        1.002819E+00        
3.672659E+01        -2.895419E+03        2.579011E+02        -2.451638E+01        9.988611E-01        
3.669360E+01        -2.885027E+03        2.569756E+02        -2.442438E+01        9.949190E-01        
3.666064E+01        -2.874673E+03        2.560534E+02        -2.433272E+01        9.909923E-01        
3.662771E+01        -2.864355E+03        2.551346E+02        -2.424141E+01        9.870810E-01        
3.659480E+01        -2.854075E+03        2.542190E+02        -2.415044E+01        9.831850E-01        
3.656193E+01        -2.843832E+03        2.533068E+02        -2.405981E+01        9.793043E-01        
3.652908E+01        -2.833625E+03        2.523978E+02        -2.396951E+01        9.754387E-01        
3.649627E+01        -2.823455E+03        2.514921E+02        -2.387956E+01        9.715883E-01        
3.646348E+01        -2.813321E+03        2.505896E+02        -2.378994E+01        9.677529E-01        
3.643073E+01        -2.803224E+03        2.496903E+02        -2.370066E+01        9.639326E-01        
3.639800E+01        -2.793163E+03        2.487943E+02        -2.361171E+01        9.601272E-01        
3.636531E+01        -2.783139E+03        2.479015E+02        -2.352310E+01        9.563367E-01        
3.633264E+01        -2.773150E+03        2.470119E+02        -2.343482E+01        9.525611E-01        
3.630000E+01        -2.763197E+03        2.461255E+02        -2.334687E+01        9.488002E-01        
3.626739E+01        -2.753280E+03        2.452423E+02        -2.325925E+01        9.450541E-01        
3.623481E+01        -2.743398E+03        2.443622E+02        -2.317195E+01        9.413226E-01        
3.620226E+01        -2.733552E+03        2.434853E+02        -2.308499E+01        9.376058E-01        
3.616974E+01        -2.723741E+03        2.426116E+02        -2.299835E+01        9.339035E-01        
3.613725E+01        -2.713965E+03        2.417410E+02        -2.291203E+01        9.302157E-01        
3.610479E+01        -2.704225E+03        2.408735E+02        -2.282604E+01        9.265423E-01        
3.607235E+01        -2.694519E+03        2.400091E+02        -2.274037E+01        9.228833E-01        
3.603995E+01        -2.684848E+03        2.391478E+02        -2.265502E+01        9.192387E-01        
3.600757E+01        -2.675212E+03        2.382897E+02        -2.256999E+01        9.156083E-01        
3.597523E+01        -2.665611E+03        2.374346E+02        -2.248527E+01        9.119921E-01        
3.594291E+01        -2.656044E+03        2.365825E+02        -2.240088E+01        9.083901E-01        
3.591062E+01        -2.646511E+03        2.357335E+02        -2.231680E+01        9.048022E-01        
3.587836E+01        -2.637012E+03        2.348876E+02        -2.223304E+01        9.012284E-01        
3.584613E+01        -2.627548E+03        2.340447E+02        -2.214959E+01        8.976685E-01        
3.581393E+01        -2.618118E+03        2.332048E+02        -2.206645E+01        8.941227E-01        
3.578176E+01        -2.608721E+03        2.323680E+02        -2.198363E+01        8.905906E-01        
3.574961E+01        -2.599358E+03        2.315341E+02        -2.190111E+01        8.870725E-01        
3.571750E+01        -2.590029E+03        2.307033E+02        -2.181891E+01        8.835681E-01        
3.568541E+01        -2.580733E+03        2.298754E+02        -2.173701E+01        8.800774E-01        
3.565336E+01        -2.571471E+03        2.290505E+02        -2.165542E+01        8.766004E-01        
3.562133E+01        -2.562241E+03        2.282285E+02        -2.157413E+01        8.731371E-01        
3.558933E+01        -2.553045E+03        2.274095E+02        -2.149315E+01        8.696873E-01        
3.555736E+01        -2.543882E+03        2.265935E+02        -2.141247E+01        8.662510E-01        
3.552542E+01        -2.534752E+03        2.257803E+02        -2.133210E+01        8.628281E-01        
3.549351E+01        -2.525655E+03        2.249701E+02        -2.125202E+01        8.594187E-01        
3.546162E+01        -2.516590E+03        2.241628E+02        -2.117225E+01        8.560227E-01        
3.542977E+01        -2.507558E+03        2.233584E+02        -2.109277E+01        8.526399E-01        
3.539794E+01        -2.498558E+03        2.225569E+02        -2.101359E+01        8.492704E-01        
3.536614E+01        -2.489590E+03        2.217582E+02        -2.093471E+01        8.459141E-01        
3.533437E+01        -2.480655E+03        2.209625E+02        -2.085613E+01        8.425710E-01        
3.530263E+01        -2.471752E+03        2.201695E+02        -2.077784E+01        8.392410E-01        
3.527092E+01        -2.462880E+03        2.193794E+02        -2.069984E+01        8.359240E-01        
3.523923E+01        -2.454041E+03        2.185922E+02        -2.062213E+01        8.326200E-01        
3.520758E+01        -2.445233E+03        2.178078E+02        -2.054472E+01        8.293289E-01        
3.517595E+01        -2.436457E+03        2.170262E+02        -2.046759E+01        8.260508E-01        
3.514435E+01        -2.427712E+03        2.162474E+02        -2.039076E+01        8.227855E-01        
3.511278E+01        -2.418999E+03        2.154714E+02        -2.031421E+01        8.195330E-01        
3.508124E+01        -2.410317E+03        2.146981E+02        -2.023795E+01        8.162933E-01        
3.504972E+01        -2.401666E+03        2.139277E+02        -2.016197E+01        8.130662E-01        
3.501824E+01        -2.393046E+03        2.131600E+02        -2.008628E+01        8.098518E-01        
3.498678E+01        -2.384458E+03        2.123951E+02        -2.001087E+01        8.066500E-01        
3.495535E+01        -2.375899E+03        2.116329E+02        -1.993575E+01        8.034607E-01        
3.492395E+01        -2.367372E+03        2.108735E+02        -1.986091E+01        8.002840E-01        
3.489258E+01        -2.358875E+03        2.101167E+02        -1.978634E+01        7.971197E-01        
3.486123E+01        -2.350409E+03        2.093627E+02        -1.971206E+01        7.939678E-01        
3.482991E+01        -2.341973E+03        2.086114E+02        -1.963806E+01        7.908282E-01        
3.479863E+01        -2.333568E+03        2.078628E+02        -1.956433E+01        7.877010E-01        
3.476737E+01        -2.325192E+03        2.071169E+02        -1.949088E+01        7.845860E-01        
3.473613E+01        -2.316847E+03        2.063737E+02        -1.941770E+01        7.814833E-01        
3.470493E+01        -2.308532E+03        2.056331E+02        -1.934480E+01        7.783927E-01        
3.467375E+01        -2.300246E+03        2.048952E+02        -1.927217E+01        7.753142E-01        
3.464261E+01        -2.291990E+03        2.041599E+02        -1.919981E+01        7.722478E-01        
3.461149E+01        -2.283764E+03        2.034273E+02        -1.912773E+01        7.691934E-01        
3.458039E+01        -2.275567E+03        2.026973E+02        -1.905591E+01        7.661510E-01        
3.454933E+01        -2.267400E+03        2.019699E+02        -1.898437E+01        7.631205E-01        
3.451829E+01        -2.259262E+03        2.012451E+02        -1.891309E+01        7.601019E-01        
3.448729E+01        -2.251153E+03        2.005229E+02        -1.884208E+01        7.570952E-01        
3.445630E+01        -2.243074E+03        1.998034E+02        -1.877133E+01        7.541002E-01        
3.442535E+01        -2.235023E+03        1.990864E+02        -1.870085E+01        7.511170E-01        
3.439443E+01        -2.227001E+03        1.983719E+02        -1.863064E+01        7.481455E-01        
3.436353E+01        -2.219008E+03        1.976601E+02        -1.856068E+01        7.451856E-01        
3.433266E+01        -2.211044E+03        1.969508E+02        -1.849099E+01        7.422374E-01        
3.430182E+01        -2.203108E+03        1.962440E+02        -1.842156E+01        7.393007E-01        
3.427101E+01        -2.195201E+03        1.955398E+02        -1.835239E+01        7.363755E-01        
3.424022E+01        -2.187322E+03        1.948381E+02        -1.828348E+01        7.334618E-01        
3.420946E+01        -2.179472E+03        1.941389E+02        -1.821483E+01        7.305595E-01        
3.417873E+01        -2.171649E+03        1.934422E+02        -1.814644E+01        7.276686E-01        
3.414803E+01        -2.163855E+03        1.927481E+02        -1.807830E+01        7.247891E-01        
3.411735E+01        -2.156089E+03        1.920564E+02        -1.801041E+01        7.219208E-01        
3.408670E+01        -2.148350E+03        1.913672E+02        -1.794279E+01        7.190638E-01        
3.405608E+01        -2.140640E+03        1.906805E+02        -1.787541E+01        7.162180E-01        
3.402549E+01        -2.132957E+03        1.899962E+02        -1.780829E+01        7.133834E-01        
3.399492E+01        -2.125301E+03        1.893144E+02        -1.774142E+01        7.105599E-01        
3.396438E+01        -2.117673E+03        1.886351E+02        -1.767480E+01        7.077475E-01        
3.393387E+01        -2.110073E+03        1.879581E+02        -1.760842E+01        7.049461E-01        
3.390339E+01        -2.102499E+03        1.872836E+02        -1.754230E+01        7.021557E-01        
3.387293E+01        -2.094953E+03        1.866116E+02        -1.747643E+01        6.993762E-01        
3.384251E+01        -2.087434E+03        1.859419E+02        -1.741080E+01        6.966077E-01        
3.381210E+01        -2.079942E+03        1.852747E+02        -1.734542E+01        6.938500E-01        
3.378173E+01        -2.072477E+03        1.846098E+02        -1.728028E+01        6.911031E-01        
3.375138E+01        -2.065038E+03        1.839473E+02        -1.721539E+01        6.883670E-01        
3.372106E+01        -2.057627E+03        1.832872E+02        -1.715074E+01        6.856417E-01        
3.369077E+01        -2.050242E+03        1.826295E+02        -1.708633E+01        6.829270E-01        
3.366051E+01        -2.042883E+03        1.819741E+02        -1.702217E+01        6.802230E-01        
3.363027E+01        -2.035551E+03        1.813211E+02        -1.695824E+01        6.775296E-01        
3.360006E+01        -2.028245E+03        1.806704E+02        -1.689456E+01        6.748468E-01        
3.356988E+01        -2.020965E+03        1.800221E+02        -1.683111E+01        6.721745E-01        
3.353972E+01        -2.013712E+03        1.793761E+02        -1.676790E+01        6.695127E-01        
3.350959E+01        -2.006484E+03        1.787324E+02        -1.670493E+01        6.668614E-01        
3.347949E+01        -1.999283E+03        1.780910E+02        -1.664219E+01        6.642204E-01        
3.344941E+01        -1.992107E+03        1.774519E+02        -1.657969E+01        6.615899E-01        
3.341936E+01        -1.984957E+03        1.768151E+02        -1.651742E+01        6.589696E-01        
3.338934E+01        -1.977833E+03        1.761806E+02        -1.645539E+01        6.563597E-01        
3.335935E+01        -1.970734E+03        1.755484E+02        -1.639359E+01        6.537599E-01        
3.332938E+01        -1.963661E+03        1.749184E+02        -1.633202E+01        6.511704E-01        
3.329944E+01        -1.956613E+03        1.742907E+02        -1.627068E+01        6.485911E-01        
3.326953E+01        -1.949590E+03        1.736653E+02        -1.620957E+01        6.460219E-01        
3.323964E+01        -1.942593E+03        1.730421E+02        -1.614869E+01        6.434627E-01        
3.320978E+01        -1.935620E+03        1.724211E+02        -1.608804E+01        6.409136E-01        
3.317995E+01        -1.928673E+03        1.718024E+02        -1.602762E+01        6.383746E-01        
3.315014E+01        -1.921751E+03        1.711859E+02        -1.596742E+01        6.358455E-01        
3.312036E+01        -1.914853E+03        1.705716E+02        -1.590745E+01        6.333263E-01        
3.309061E+01        -1.907981E+03        1.699595E+02        -1.584770E+01        6.308170E-01        
3.306089E+01        -1.901133E+03        1.693496E+02        -1.578818E+01        6.283176E-01        
3.303119E+01        -1.894309E+03        1.687418E+02        -1.572888E+01        6.258279E-01        
3.300151E+01        -1.887510E+03        1.681363E+02        -1.566980E+01        6.233481E-01        
3.297187E+01        -1.880736E+03        1.675329E+02        -1.561094E+01        6.208780E-01        
3.294225E+01        -1.873985E+03        1.669318E+02        -1.555231E+01        6.184176E-01        
3.291266E+01        -1.867259E+03        1.663327E+02        -1.549389E+01        6.159669E-01        
3.288309E+01        -1.860557E+03        1.657358E+02        -1.543570E+01        6.135258E-01        
3.285355E+01        -1.853879E+03        1.651411E+02        -1.537772E+01        6.110942E-01        
3.282404E+01        -1.847226E+03        1.645485E+02        -1.531996E+01        6.086723E-01        
3.279455E+01        -1.840596E+03        1.639580E+02        -1.526241E+01        6.062598E-01        
3.276509E+01        -1.833989E+03        1.633696E+02        -1.520508E+01        6.038568E-01        
3.273566E+01        -1.827407E+03        1.627834E+02        -1.514797E+01        6.014633E-01        
3.270625E+01        -1.820848E+03        1.621992E+02        -1.509107E+01        5.990791E-01        
3.267687E+01        -1.814313E+03        1.616172E+02        -1.503438E+01        5.967043E-01        
3.264752E+01        -1.807801E+03        1.610372E+02        -1.497790E+01        5.943389E-01        
3.261819E+01        -1.801312E+03        1.604593E+02        -1.492164E+01        5.919827E-01        
3.258889E+01        -1.794847E+03        1.598835E+02        -1.486559E+01        5.896358E-01        
3.255961E+01        -1.788405E+03        1.593097E+02        -1.480975E+01        5.872981E-01        
3.253036E+01        -1.781986E+03        1.587381E+02        -1.475412E+01        5.849697E-01        
3.250114E+01        -1.775590E+03        1.581684E+02        -1.469869E+01        5.826503E-01        
3.247195E+01        -1.769217E+03        1.576008E+02        -1.464348E+01        5.803401E-01        
3.244278E+01        -1.762867E+03        1.570353E+02        -1.458847E+01        5.780389E-01        
3.241363E+01        -1.756540E+03        1.564717E+02        -1.453366E+01        5.757468E-01        
3.238451E+01        -1.750235E+03        1.559102E+02        -1.447907E+01        5.734637E-01        
3.235542E+01        -1.743953E+03        1.553508E+02        -1.442467E+01        5.711896E-01        
3.232636E+01        -1.737694E+03        1.547933E+02        -1.437048E+01        5.689244E-01        
3.229732E+01        -1.731457E+03        1.542378E+02        -1.431650E+01        5.666681E-01        
3.226830E+01        -1.725242E+03        1.536843E+02        -1.426272E+01        5.644206E-01        
3.223932E+01        -1.719050E+03        1.531328E+02        -1.420913E+01        5.621820E-01        
3.221036E+01        -1.712880E+03        1.525833E+02        -1.415575E+01        5.599522E-01        
3.218142E+01        -1.706732E+03        1.520357E+02        -1.410257E+01        5.577312E-01        
3.215251E+01        -1.700607E+03        1.514902E+02        -1.404959E+01        5.555189E-01        
3.212363E+01        -1.694503E+03        1.509465E+02        -1.399681E+01        5.533153E-01        
3.209477E+01        -1.688421E+03        1.504048E+02        -1.394422E+01        5.511203E-01        
3.206594E+01        -1.682361E+03        1.498651E+02        -1.389184E+01        5.489340E-01        
3.203713E+01        -1.676322E+03        1.493273E+02        -1.383965E+01        5.467563E-01        
3.200836E+01        -1.670306E+03        1.487915E+02        -1.378765E+01        5.445871E-01        
3.197960E+01        -1.664311E+03        1.482575E+02        -1.373585E+01        5.424265E-01        
3.195087E+01        -1.658337E+03        1.477255E+02        -1.368424E+01        5.402743E-01        
3.192217E+01        -1.652385E+03        1.471954E+02        -1.363283E+01        5.381306E-01        
3.189350E+01        -1.646454E+03        1.466672E+02        -1.358161E+01        5.359954E-01        
3.186485E+01        -1.640545E+03        1.461408E+02        -1.353058E+01        5.338685E-01        
3.183622E+01        -1.634656E+03        1.456164E+02        -1.347974E+01        5.317500E-01        
3.180762E+01        -1.628789E+03        1.450939E+02        -1.342910E+01        5.296398E-01        
3.177905E+01        -1.622943E+03        1.445732E+02        -1.337864E+01        5.275380E-01        
3.175050E+01        -1.617118E+03        1.440544E+02        -1.332838E+01        5.254444E-01        
3.172198E+01        -1.611314E+03        1.435374E+02        -1.327830E+01        5.233590E-01        
3.169348E+01        -1.605531E+03        1.430223E+02        -1.322841E+01        5.212818E-01        
3.166501E+01        -1.599768E+03        1.425091E+02        -1.317870E+01        5.192128E-01        
3.163657E+01        -1.594026E+03        1.419977E+02        -1.312919E+01        5.171519E-01        
3.160815E+01        -1.588305E+03        1.414881E+02        -1.307985E+01        5.150992E-01        
3.157975E+01        -1.582604E+03        1.409804E+02        -1.303071E+01        5.130545E-01        
3.155138E+01        -1.576924E+03        1.404745E+02        -1.298174E+01        5.110178E-01        
3.152304E+01        -1.571264E+03        1.399704E+02        -1.293297E+01        5.089892E-01        
3.149472E+01        -1.565624E+03        1.394681E+02        -1.288437E+01        5.069685E-01        
3.146643E+01        -1.560005E+03        1.389676E+02        -1.283596E+01        5.049558E-01        
3.143816E+01        -1.554405E+03        1.384689E+02        -1.278772E+01        5.029510E-01        
3.140992E+01        -1.548826E+03        1.379720E+02        -1.273967E+01        5.009541E-01        
3.138171E+01        -1.543267E+03        1.374769E+02        -1.269180E+01        4.989650E-01        
3.135352E+01        -1.537728E+03        1.369836E+02        -1.264411E+01        4.969838E-01        
3.132535E+01        -1.532209E+03        1.364920E+02        -1.259660E+01        4.950103E-01        
3.129721E+01        -1.526709E+03        1.360022E+02        -1.254926E+01        4.930447E-01        
3.126910E+01        -1.521230E+03        1.355142E+02        -1.250210E+01        4.910867E-01        
3.124101E+01        -1.515770E+03        1.350279E+02        -1.245512E+01        4.891365E-01        
3.121294E+01        -1.510329E+03        1.345433E+02        -1.240832E+01        4.871939E-01        
3.118490E+01        -1.504908E+03        1.340605E+02        -1.236169E+01        4.852590E-01        
3.115689E+01        -1.499507E+03        1.335794E+02        -1.231524E+01        4.833317E-01        
3.112890E+01        -1.494125E+03        1.331001E+02        -1.226896E+01        4.814119E-01        
3.110094E+01        -1.488762E+03        1.326224E+02        -1.222285E+01        4.794998E-01        
3.107300E+01        -1.483418E+03        1.321465E+02        -1.217692E+01        4.775951E-01        
3.104509E+01        -1.478094E+03        1.316723E+02        -1.213116E+01        4.756979E-01        
3.101720E+01        -1.472789E+03        1.311998E+02        -1.208557E+01        4.738083E-01        
3.098933E+01        -1.467502E+03        1.307290E+02        -1.204015E+01        4.719260E-01        
3.096150E+01        -1.462235E+03        1.302598E+02        -1.199490E+01        4.700512E-01        
3.093368E+01        -1.456987E+03        1.297924E+02        -1.194982E+01        4.681837E-01        
3.090589E+01        -1.451757E+03        1.293266E+02        -1.190492E+01        4.663236E-01        
3.087813E+01        -1.446547E+03        1.288625E+02        -1.186017E+01        4.644708E-01        
3.085039E+01        -1.441355E+03        1.284001E+02        -1.181560E+01        4.626253E-01        
3.082268E+01        -1.436181E+03        1.279393E+02        -1.177120E+01        4.607870E-01        
3.079499E+01        -1.431026E+03        1.274802E+02        -1.172696E+01        4.589560E-01        
3.076733E+01        -1.425890E+03        1.270228E+02        -1.168288E+01        4.571322E-01        
3.073969E+01        -1.420772E+03        1.265669E+02        -1.163898E+01        4.553156E-01        
3.071207E+01        -1.415673E+03        1.261127E+02        -1.159523E+01        4.535061E-01        
3.068448E+01        -1.410591E+03        1.256602E+02        -1.155165E+01        4.517038E-01        
3.065692E+01        -1.405528E+03        1.252092E+02        -1.150824E+01        4.499085E-01        
3.062938E+01        -1.400483E+03        1.247599E+02        -1.146498E+01        4.481203E-01        
3.060187E+01        -1.395457E+03        1.243122E+02        -1.142189E+01        4.463392E-01        
3.057438E+01        -1.390448E+03        1.238661E+02        -1.137896E+01        4.445651E-01        
3.054691E+01        -1.385457E+03        1.234216E+02        -1.133620E+01        4.427979E-01        
3.051947E+01        -1.380485E+03        1.229787E+02        -1.129359E+01        4.410377E-01        
3.049205E+01        -1.375530E+03        1.225374E+02        -1.125114E+01        4.392845E-01        
3.046466E+01        -1.370593E+03        1.220977E+02        -1.120885E+01        4.375381E-01        
3.043730E+01        -1.365673E+03        1.216595E+02        -1.116672E+01        4.357987E-01        
3.040995E+01        -1.360771E+03        1.212229E+02        -1.112475E+01        4.340660E-01        
3.038264E+01        -1.355887E+03        1.207879E+02        -1.108293E+01        4.323402E-01        
3.035534E+01        -1.351020E+03        1.203545E+02        -1.104128E+01        4.306212E-01        
3.032807E+01        -1.346171E+03        1.199226E+02        -1.099977E+01        4.289090E-01        
3.030083E+01        -1.341339E+03        1.194922E+02        -1.095843E+01        4.272035E-01        
3.027361E+01        -1.336525E+03        1.190634E+02        -1.091724E+01        4.255047E-01        
3.024641E+01        -1.331728E+03        1.186362E+02        -1.087620E+01        4.238126E-01        
3.021924E+01        -1.326948E+03        1.182104E+02        -1.083532E+01        4.221272E-01        
3.019210E+01        -1.322185E+03        1.177862E+02        -1.079459E+01        4.204484E-01        
3.016497E+01        -1.317439E+03        1.173636E+02        -1.075401E+01        4.187763E-01        
3.013788E+01        -1.312711E+03        1.169424E+02        -1.071359E+01        4.171107E-01        
3.011080E+01        -1.307999E+03        1.165227E+02        -1.067332E+01        4.154516E-01        
3.008375E+01        -1.303304E+03        1.161046E+02        -1.063320E+01        4.137992E-01        
3.005673E+01        -1.298626E+03        1.156879E+02        -1.059322E+01        4.121532E-01        
